tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
59.00;E2D2_0;85.60;13.64;0.00;0.00;A4B4_0;4.60;0.00;tripinfo_flow_0.0 emissions_flow_0.0;59.00;flow_0.0;0;675.81;1.06;0.00;9.71;car;;0;0.00;172724.53;1854.83;12.38;68.63;2.90;0.00;55107.47
77.00;C0B0_0;85.60;9.62;0.00;0.00;A2A3_0;7.60;0.00;tripinfo_flow_1.0 emissions_flow_1.0;77.00;flow_1.0;0;661.89;0.94;0.00;9.38;bus;;0;0.00;158578.22;2226.91;13.94;63.64;2.83;0.00;50592.66
667.00;C0B0_0;85.60;9.93;588.00;0.24;A2A3_0;7.60;0.00;tripinfo_flow_1.1 emissions_flow_1.1;79.00;flow_1.1;0;661.89;1.01;0.00;10.46;bus;;0;0.00;164517.04;2293.87;14.34;64.95;2.81;0.00;52487.69
1253.00;C0B0_0;85.60;9.36;1176.00;0.48;A2A3_0;7.60;0.00;tripinfo_flow_1.2 emissions_flow_1.2;77.00;flow_1.2;0;661.89;1.08;0.00;9.16;bus;;0;0.00;157964.55;2194.89;13.74;62.32;2.69;0.00;50397.20
1690.00;E2D2_0;85.60;13.78;1631.00;0.81;A4B4_0;4.60;0.00;tripinfo_flow_0.1 emissions_flow_0.1;59.00;flow_0.1;0;675.81;1.03;0.00;9.91;car;;0;0.00;174077.61;1892.41;12.78;70.23;3.03;0.00;55538.74
1844.00;C0B0_0;85.60;8.72;1764.00;0.72;A2A3_0;7.60;0.00;tripinfo_flow_1.3 emissions_flow_1.3;80.00;flow_1.3;0;661.89;0.83;0.00;11.20;bus;;0;0.00;173685.55;2528.64;15.63;69.00;3.06;0.00;55412.54
2429.00;C0B0_0;85.60;9.66;2352.00;0.96;A2A3_0;7.60;0.00;tripinfo_flow_1.4 emissions_flow_1.4;77.00;flow_1.4;0;661.89;1.05;0.00;9.01;bus;;0;0.00;167416.99;2305.87;14.43;65.03;2.73;0.00;53413.22
3017.00;C0B0_0;85.60;9.54;2939.00;0.20;A2A3_0;7.60;0.00;tripinfo_flow_1.5 emissions_flow_1.5;78.00;flow_1.5;0;661.89;0.89;0.00;8.97;bus;;0;0.00;164531.80;2250.75;14.15;64.85;2.78;0.00;52492.50
3324.00;E2D2_0;85.60;12.61;3261.00;0.62;A4B4_0;4.60;0.00;tripinfo_flow_0.2 emissions_flow_0.2;63.00;flow_0.2;0;675.81;0.94;0.00;10.12;car;;0;0.00;162917.31;1837.94;12.34;65.96;2.85;0.00;51977.80
3605.00;C0B0_0;85.60;9.65;3527.00;0.44;A2A3_0;7.60;0.00;tripinfo_flow_1.6 emissions_flow_1.6;78.00;flow_1.6;0;661.89;0.86;0.00;9.55;bus;;0;0.00;162208.35;2232.17;14.02;64.28;2.79;0.00;51751.11
