tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
59.00;E2D2_0;85.60;13.64;0.00;0.00;A4B4_0;4.60;0.00;tripinfo_flow_0.0 emissions_flow_0.0;59.00;flow_0.0;0;675.81;1.06;0.00;9.71;car;;0;0.00;172724.53;1854.83;12.38;68.63;2.90;0.00;55107.47
77.00;C0B0_0;85.60;9.62;0.00;0.00;A2A3_0;7.60;0.00;tripinfo_flow_1.0 emissions_flow_1.0;77.00;flow_1.0;0;661.89;0.94;0.00;9.38;bus;;0;0.00;158578.22;2226.91;13.94;63.64;2.83;0.00;50592.66
780.00;E2D2_0;85.60;13.78;720.00;0.00;A4B4_0;4.60;0.00;tripinfo_flow_0.1 emissions_flow_0.1;60.00;flow_0.1;0;675.81;1.01;0.00;10.38;car;;0;0.00;174620.26;1903.66;12.81;70.23;3.02;0.00;55711.93
1158.00;C0B0_0;85.60;9.93;1080.00;0.00;A2A3_0;7.60;0.00;tripinfo_flow_1.1 emissions_flow_1.1;78.00;flow_1.1;0;661.89;1.08;0.00;9.82;bus;;0;0.00;162381.19;2255.25;14.12;64.16;2.78;0.00;51806.26
1499.00;E2D2_0;85.60;13.49;1440.00;0.00;A4B4_0;4.60;0.00;tripinfo_flow_0.2 emissions_flow_0.2;59.00;flow_0.2;0;675.81;1.03;0.00;9.87;car;;0;0.00;172770.50;1843.79;12.47;69.49;2.96;0.00;55121.86
2231.00;E2D2_0;85.60;11.45;2160.00;0.00;A4B4_0;4.60;0.00;tripinfo_flow_0.3 emissions_flow_0.3;71.00;flow_0.3;0;675.81;0.83;0.00;10.09;car;;0;0.00;169019.34;2019.75;13.26;66.34;2.74;0.00;53924.86
2237.00;C0B0_0;85.60;9.36;2160.00;0.00;A2A3_0;7.60;0.00;tripinfo_flow_1.2 emissions_flow_1.2;77.00;flow_1.2;0;661.89;1.05;0.00;9.44;bus;;0;0.00;158494.11;2199.73;13.77;62.56;2.70;0.00;50566.15
2947.00;E2D2_0;85.60;11.16;2880.00;0.00;A4B4_0;4.60;0.00;tripinfo_flow_0.4 emissions_flow_0.4;67.00;flow_0.4;0;675.81;0.89;0.00;11.05;car;;0;0.00;163904.53;1953.47;12.86;65.02;2.75;0.00;52292.90
3319.00;C0B0_0;85.60;9.18;3240.00;0.00;A2A3_0;7.60;0.00;tripinfo_flow_1.3 emissions_flow_1.3;79.00;flow_1.3;0;661.89;0.94;0.00;10.28;bus;;0;0.00;172301.67;2460.17;15.28;68.01;2.97;0.00;54971.22
3669.00;E2D2_0;85.60;11.38;3600.00;0.00;A4B4_0;4.60;0.00;tripinfo_flow_0.5 emissions_flow_0.5;69.00;flow_0.5;0;675.81;0.86;0.00;10.57;car;;0;0.00;161436.28;1916.28;12.59;63.45;2.64;0.00;51505.54
