sim,day,acceptance_used,pref_public,acceptance_next
1,1,0.3,0.9998986543356597,0.43997973086713194
1,2,0.43997973086713194,0.9973099612582376,0.5514457769453531
1,3,0.5514457769453531,0.9633632014141856,0.6338292618391197
1,4,0.6338292618391197,0.8769656280176701,0.6824565350748298
1,5,0.6824565350748298,0.7700211828286866,0.6999694646256013
1,6,0.6999694646256013,0.7459808531685129,0.7091717423341837
1,7,0.7091717423341837,0.7308366545374889,0.7135047247748447
1,8,0.7135047247748447,0.7262537015929851,0.7160545201384729
1,9,0.7160545201384729,0.7257886530578789,0.7180013467223542
1,10,0.7180013467223542,0.7233109714587107,0.7190632716696255
1,11,0.7190632716696255,0.7213834874863397,0.7195273148329684
1,12,0.7195273148329684,0.7198899520856966,0.719599842283514
1,13,0.719599842283514,0.7196752202862923,0.7196149178840697
1,14,0.7196149178840697,0.7196752202862923,0.7196269783645143
