sim,day,acceptance_used,pref_public,acceptance_next
1,1,0.3,0.9995595947640022,0.43991191895280046
1,2,0.43991191895280046,0.9923963763483522,0.5504088104319109
1,3,0.5504088104319109,0.9531606066598435,0.6309591696774974
1,4,0.6309591696774974,0.8113279186560762,0.6670329194732132
1,5,0.6670329194732132,0.7525870019140953,0.6841437359613896
1,6,0.6841437359613896,0.7349166451444297,0.6942983177979976
1,7,0.6942983177979976,0.7246687748212067,0.7003724092026394
1,8,0.7003724092026394,0.7185591318267147,0.7040097537274546
1,9,0.7040097537274546,0.7147702089226877,0.7061618447665012
1,10,0.7061618447665012,0.7119544011314746,0.7073203560394958
1,11,0.7073203560394958,0.7113292109582758,0.7081221270232518
1,12,0.7081221270232518,0.71077399021052,0.7086524996607055
1,13,0.7086524996607055,0.709513122429196,0.7088246242144037
1,14,0.7088246242144037,0.7092687453092328,0.7089134484333696
