sim,day,acceptance_used,pref_public,acceptance_next
1,1,0.3,0.7004601836445408,0.3800920367289081
1,2,0.3800920367289081,0.6679154710705897,0.4376567235972445
1,3,0.4376567235972445,0.6437069340727251,0.47886676569234066
1,4,0.47886676569234066,0.6266371713105023,0.508420846815973
1,5,0.508420846815973,0.6151900309932168,0.5297746836514218
1,6,0.5297746836514218,0.6055733825480593,0.5449344234307493
1,7,0.5449344234307493,0.5989825467976462,0.5557440481041287
1,8,0.5557440481041287,0.5945408378726095,0.5635034060578249
1,9,0.5635034060578249,0.5910472300321944,0.5690121708526988
1,10,0.5690121708526988,0.5890432300531554,0.5730183826927902
1,11,0.5730183826927902,0.5873882030751909,0.5758923467692703
1,12,0.5758923467692703,0.5856625675569216,0.5778463909268006
1,13,0.5778463909268006,0.585064124781385,0.5792899376977174
1,14,0.5792899376977174,0.5846991158583473,0.5803717733298435
