sim,day,acceptance_used,pref_public,acceptance_next
1,1,0.3,0.5242725152509647,0.34485450305019294
1,2,0.34485450305019294,0.5035072784588016,0.3765850581319147
1,3,0.3765850581319147,0.4899400551792649,0.3992560575413847
1,4,0.3992560575413847,0.4755487855162963,0.41451460313636707
1,5,0.41451460313636707,0.469012273728447,0.42541413725478305
1,6,0.42541413725478305,0.46185185971161297,0.4327016817461491
1,7,0.4327016817461491,0.45897814171226314,0.4379569737393719
1,8,0.4379569737393719,0.4576063741412444,0.44188685381974646
1,9,0.44188685381974646,0.4563282900751006,0.44477514107081734
1,10,0.44477514107081734,0.45330543143200336,0.44648119914305456
1,11,0.44648119914305456,0.4528622807018916,0.447757415454822
1,12,0.447757415454822,0.4517601004037378,0.44855795244460517
1,13,0.44855795244460517,0.4506047864993435,0.44896731925555283
1,14,0.44896731925555283,0.45103595010378283,0.44938104542519886
