policy_id,sim,day,entity,mode,n,mean_effectiveTime,mean_duration,mean_waitingTime,mean_departDelay,mean_timeLoss,mean_routeLength,sum_CO2_abs,mean_CO2_abs
grid_bus_lines_UserPreference_Cost_10000,1,1,person,person,2998,335.0433622414943,335.0433622414943,301.38859239492996,0.0,6.725443629086057,0.0,0.0,0.0
grid_bus_lines_UserPreference_Cost_10000,1,1,vehicle,bus,432,151.67824074074073,151.67824074074073,0.7245370370370371,0.0,22.42863425925926,784.6666666666666,142749880.900165,330439.5391207523
grid_bus_lines_UserPreference_Cost_10000,1,1,vehicle,car,6995,58.9501729807005,58.55310936383131,1.047891350964975,0.3970636168691923,13.267432451751251,576.2002144388849,1229189217.206518,175723.97672716482
grid_bus_lines_UserPreference_Cost_10000,1,2,person,person,3722,331.6993551853842,331.6993551853842,297.66335303600215,0.0,6.715902740462117,0.0,0.0,0.0
grid_bus_lines_UserPreference_Cost_10000,1,2,vehicle,bus,432,151.69444444444446,151.69444444444446,0.75,0.0,22.41736111111111,784.6666666666666,142818876.753758,330599.2517448102
grid_bus_lines_UserPreference_Cost_10000,1,2,vehicle,car,6280,58.442025477707006,57.9156050955414,0.7343949044585987,0.5264203821656052,12.587601910828026,575.7469984076433,1091681908.921757,173834.69887289123
grid_bus_lines_UserPreference_Cost_10000,1,3,person,person,4231,332.8392814937367,332.8392814937367,298.57244150319076,0.0,6.654939730560151,0.0,0.0,0.0
grid_bus_lines_UserPreference_Cost_10000,1,3,vehicle,bus,432,151.61342592592592,151.61342592592592,0.7106481481481481,0.0,22.344837962962963,784.6666666666666,142666311.63529,330246.09174835647
grid_bus_lines_UserPreference_Cost_10000,1,3,vehicle,car,5761,57.78034195452178,57.38083666030203,0.5806283631314008,0.39950529421975356,12.15447318173928,575.0823207776427,995905081.514709,172870.17557970993
grid_bus_lines_UserPreference_Cost_10000,1,4,person,person,4589,332.1893658749183,332.1893658749183,297.79145783395074,0.0,6.620339943342777,0.0,0.0,0.0
