sim,day,acceptance_used,pref_public,acceptance_next
1,1,0.3,0.7254978271648371,0.3850995654329674
1,2,0.3850995654329674,0.6869899201593384,0.44547763637824167
1,3,0.44547763637824167,0.65947315601276,0.4882767403051454
1,4,0.4882767403051454,0.6419139956200594,0.5190041913681283
1,5,0.5190041913681283,0.6274501893625553,0.5406933909670137
1,6,0.5406933909670137,0.6173148225346593,0.5560176772805429
1,7,0.5560176772805429,0.6108296608306671,0.5669800739905677
1,8,0.5669800739905677,0.6056228699326544,0.574708633178985
1,9,0.574708633178985,0.602340189016113,0.5802349443464107
1,10,0.5802349443464107,0.5994057216103079,0.5840690997991902
1,11,0.5840690997991902,0.5971406295328995,0.586683405745932
1,12,0.586683405745932,0.5960071407600429,0.5885481527487543
1,13,0.5885481527487543,0.594959391293709,0.5898304004577453
1,14,0.5898304004577453,0.5946423090104361,0.5907927821682835
