policy_id,sim,day,entity,mode,n,mean_effectiveTime,mean_duration,mean_waitingTime,mean_departDelay,mean_timeLoss,mean_routeLength,sum_CO2_abs,mean_CO2_abs
grid_bus_stops_UserPreference_Cost_10000,1,1,person,person,2998,335.59406270847234,335.59406270847234,301.3305537024683,0.0,7.544539693128752,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,1,vehicle,bus,432,152.69212962962962,152.69212962962962,1.6064814814814814,0.0,24.19097222222222,778.0799999999998,144862842.465278,335330.65385481017
grid_bus_stops_UserPreference_Cost_10000,1,1,vehicle,car,6995,60.28312508934954,59.90393137955682,1.7601143674052895,0.3791937097927091,14.77876626161544,574.0937869907076,1260986126.782025,180269.63928263405
grid_bus_stops_UserPreference_Cost_10000,1,2,person,person,3729,334.47894877983373,334.47894877983373,300.2019308125503,0.0,7.1538187181550015,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,2,vehicle,bus,432,151.88888888888889,151.88888888888889,0.9861111111111112,0.0,23.41400462962963,778.0799999999998,144250726.05586,333913.71772189817
grid_bus_stops_UserPreference_Cost_10000,1,2,vehicle,car,6265,59.113016759776535,58.63128491620112,1.2067039106145252,0.48173184357541904,13.521940941739825,573.5328300079809,1112763460.62775,177615.87559900238
grid_bus_stops_UserPreference_Cost_10000,1,3,person,person,4244,334.5959000942507,334.5959000942507,300.01013195098966,0.0,7.173018378887842,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,3,vehicle,bus,432,151.83564814814815,151.83564814814815,1.1064814814814814,0.0,23.364814814814817,778.0799999999998,143898116.30399,333097.4914444213
grid_bus_stops_UserPreference_Cost_10000,1,3,vehicle,car,5746,58.566091193874,58.05569091541942,0.9772015315001741,0.5104002784545771,13.02672815871911,573.0027044900801,1013440947.665754,176373.29405947684
grid_bus_stops_UserPreference_Cost_10000,1,4,person,person,4614,330.52969224100565,330.52969224100565,295.7841352405722,0.0,7.1582011270047685,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,4,vehicle,bus,432,151.88194444444446,151.88194444444446,1.162037037037037,0.0,23.38125,778.0799999999998,143824647.759606,332927.42536945833
grid_bus_stops_UserPreference_Cost_10000,1,4,vehicle,car,5376,58.41635602678572,57.906622023809526,0.8679315476190477,0.5097340029761904,12.877332589285713,572.7710398065476,946592546.593754,176077.4826253263
grid_bus_stops_UserPreference_Cost_10000,1,5,person,person,4876,334.69257588187037,334.69257588187037,299.8820754716981,0.0,7.07870385561936,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,5,vehicle,bus,432,151.6435185185185,151.6435185185185,0.9027777777777778,0.0,23.166180555555556,778.0799999999998,143728087.069641,332703.9052537986
grid_bus_stops_UserPreference_Cost_10000,1,5,vehicle,car,5109,58.055887649246436,57.54824818946956,0.6592288119005676,0.5076394597768644,12.485437463300059,572.7281111763555,895705118.709406,175319.06805821217
grid_bus_stops_UserPreference_Cost_10000,1,6,person,person,5063,333.1564289946672,333.1564289946672,298.28639146750936,0.0,7.027621963262887,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,6,vehicle,bus,432,151.51388888888889,151.51388888888889,0.9305555555555556,0.0,23.04791666666667,778.0799999999998,143697638.979197,332633.423562956
grid_bus_stops_UserPreference_Cost_10000,1,6,vehicle,car,4932,58.13049067315491,57.622668288726686,0.7171532846715328,0.5078223844282238,12.520200729927007,573.3907238442822,866317719.716992,175652.41681204218
grid_bus_stops_UserPreference_Cost_10000,1,7,person,person,5195,335.96227141482194,335.96227141482194,300.9905678537055,0.0,7.043480269489893,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,7,vehicle,bus,432,151.61805555555554,151.61805555555554,1.0092592592592593,0.0,23.120879629629627,778.0799999999998,143749566.739977,332753.6267129097
grid_bus_stops_UserPreference_Cost_10000,1,7,vehicle,car,4790,57.99706054279749,57.479540709812106,0.5933194154488518,0.5175198329853863,12.369281837160752,573.1427327766179,839473611.163533,175255.45118236597
grid_bus_stops_UserPreference_Cost_10000,1,8,person,person,5290,334.6750472589792,334.6750472589792,299.73724007561435,0.0,6.969529300567108,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,8,vehicle,bus,432,151.46990740740742,151.46990740740742,0.8935185185185185,0.0,22.958958333333335,778.0799999999998,143424369.672321,332000.85572296527
grid_bus_stops_UserPreference_Cost_10000,1,8,vehicle,car,4699,57.868216641838686,57.40583102787827,0.5716109810597999,0.4623856139604171,12.315386252394127,573.3438923175144,823194444.948483,175185.02765449733
grid_bus_stops_UserPreference_Cost_10000,1,9,person,person,5357,335.3214485719619,335.3214485719619,300.26806048161285,0.0,7.0530539481052825,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,9,vehicle,bus,432,151.61342592592592,151.61342592592592,0.9305555555555556,0.0,23.147569444444443,778.0799999999998,143581413.695094,332364.3835534583
grid_bus_stops_UserPreference_Cost_10000,1,9,vehicle,car,4634,57.981931376780324,57.48014674147605,0.6078981441519206,0.5017846353042728,12.380884764782046,573.460738023306,813031806.627183,175449.24614311242
grid_bus_stops_UserPreference_Cost_10000,1,10,person,person,5407,334.5637137044572,334.5637137044572,299.5385611244683,0.0,7.011213242093582,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,10,vehicle,bus,432,151.6064814814815,151.6064814814815,1.0277777777777777,0.0,23.09810185185185,778.0799999999998,143637877.115161,332495.08591472456
grid_bus_stops_UserPreference_Cost_10000,1,10,vehicle,car,4585,57.912534351145034,57.40436205016358,0.5808069792802617,0.5081723009814613,12.321197382769903,573.665709923664,803617267.888472,175270.94174230576
grid_bus_stops_UserPreference_Cost_10000,1,11,person,person,5440,333.84099264705884,333.84099264705884,298.8814338235294,0.0,6.922922794117646,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,11,vehicle,bus,432,151.45833333333334,151.45833333333334,0.8125,0.0,22.967685185185186,778.0799999999998,143558236.134381,332310.7317925486
grid_bus_stops_UserPreference_Cost_10000,1,11,vehicle,car,4551,57.74692375302131,57.30498791474401,0.5227422544495716,0.4419358382773017,12.216622720281256,573.7394286969896,796335302.264145,174980.29054364865
grid_bus_stops_UserPreference_Cost_10000,1,12,person,person,5465,334.81372369624887,334.81372369624887,299.72406221408966,0.0,7.024312900274475,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,12,vehicle,bus,432,151.5439814814815,151.5439814814815,0.9421296296296297,0.0,23.041921296296298,778.0799999999998,143703891.172847,332647.8962334421
grid_bus_stops_UserPreference_Cost_10000,1,12,vehicle,car,4527,57.84591561740667,57.341948310139166,0.5544510713496797,0.503967307267506,12.250974155069583,573.5584095427436,793377192.440042,175254.5156704312
grid_bus_stops_UserPreference_Cost_10000,1,13,person,person,5482,334.1375410434148,334.1375410434148,299.0913900036483,0.0,6.995372126960962,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,13,vehicle,bus,432,151.49305555555554,151.49305555555554,0.8263888888888888,0.0,23.00891203703704,778.0799999999998,143651764.533489,332527.2327164097
grid_bus_stops_UserPreference_Cost_10000,1,13,vehicle,car,4509,57.82292526058993,57.32024839210468,0.4856952761144378,0.5026768684852517,12.188868928809049,573.6368086050122,788972358.659408,174977.23634052073
grid_bus_stops_UserPreference_Cost_10000,1,14,person,person,5490,335.2983606557377,335.2983606557377,300.2832422586521,0.0,6.947939890710383,0.0,0.0,0.0
grid_bus_stops_UserPreference_Cost_10000,1,14,vehicle,bus,432,151.36111111111111,151.36111111111111,0.8541666666666666,0.0,22.868402777777778,778.0799999999998,143377557.732292,331892.4947506759
grid_bus_stops_UserPreference_Cost_10000,1,14,vehicle,car,4500,57.77,57.40977777777778,0.5677777777777778,0.3602222222222222,12.289955555555556,573.7182422222222,788711182.342977,175269.15163177266
