sim,day,acceptance_used,pref_public,acceptance_next
1,1,0.3,0.9995378841525222,0.4399075768305044
1,2,0.4399075768305044,0.9895093276204406,0.5498279269884917
1,3,0.5498279269884917,0.9128919871064504,0.6224407390120835
1,4,0.6224407390120835,0.7846099421201459,0.654874579633696
1,5,0.654874579633696,0.6926094323489197,0.6624215501767408
1,6,0.6624215501767408,0.6731909402913558,0.6645754281996639
1,7,0.6645754281996639,0.6492666618232308,0.6615136749243773
1,8,0.6615136749243773,0.6633380115288776,0.6618785422452774
1,9,0.6618785422452774,0.6503492561329759,0.6595726850228172
1,10,0.6595726850228172,0.6701210348941552,0.6616823549970847
1,11,0.6616823549970847,0.6757162943515175,0.6644891428679713
1,12,0.6644891428679713,0.6512083505298693,0.661832984400351
1,13,0.661832984400351,0.6607118235070587,0.6616087522216926
1,14,0.6616087522216926,0.6597547058419901,0.6612379429457521
