sim,day,acceptance_used,pref_public,acceptance_next
1,1,0.3,0.9998373245323526,0.43996746490647054
1,2,0.43996746490647054,0.9955889439034821,0.5510917607058728
1,3,0.5510917607058728,0.9535691530257966,0.6315872391698576
1,4,0.6315872391698576,0.8496726830656184,0.6752043279490099
1,5,0.6752043279490099,0.7519184210439587,0.6905471465679996
1,6,0.6905471465679996,0.7194176023595781,0.6963212377263154
1,7,0.6963212377263154,0.7064444035580381,0.69834587089266
1,8,0.69834587089266,0.7028642399283673,0.6992495446998015
1,9,0.6992495446998015,0.7051299913399467,0.7004256340278305
1,10,0.7004256340278305,0.7042478808725274,0.7011900833967699
1,11,0.7011900833967699,0.7042092799718295,0.7017939227117819
1,12,0.7017939227117819,0.7003228868932586,0.7014997155480772
1,13,0.7014997155480772,0.7025775086660148,0.7017152741716647
1,14,0.7017152741716647,0.7010214588327662,0.701576511103885
