sim,day,acceptance_used,pref_public,acceptance_next
1,1,0.3,0.646660634209017,0.3693321268418034
1,2,0.3693321268418034,0.613839488838535,0.4182335992411497
1,3,0.4182335992411497,0.5928054455856592,0.4531479685100517
1,4,0.4531479685100517,0.5752182712392043,0.47756202905588224
1,5,0.47756202905588224,0.565416553868169,0.49513293401833963
1,6,0.49513293401833963,0.5573432851715222,0.5075750042489762
1,7,0.5075750042489762,0.5520797951671331,0.5164759624326076
1,8,0.5164759624326076,0.547935043009597,0.5227677785480055
1,9,0.5227677785480055,0.5438500135701636,0.5269842255524372
1,10,0.5269842255524372,0.5418255847508583,0.5299524973921215
1,11,0.5299524973921215,0.5408686667798888,0.532135731269675
1,12,0.532135731269675,0.5391881811392066,0.5335462212435813
1,13,0.5335462212435813,0.5395533505630549,0.534747647107476
1,14,0.534747647107476,0.5388311081612044,0.5355643393182218
