sim,day,acceptance_used,pref_public,acceptance_next
1,1,0.3,0.7200535133462092,0.38401070266924187
1,2,0.38401070266924187,0.6815039891846261,0.4435093599723187
1,3,0.4435093599723187,0.6544691426590326,0.48570131650966153
1,4,0.48570131650966153,0.6364619041900825,0.5158534340457458
1,5,0.5158534340457458,0.6206387157909595,0.5368104903947886
1,6,0.5368104903947886,0.6119918591836419,0.5518467641525593
1,7,0.5518467641525593,0.6053866112914911,0.5625547335803457
1,8,0.5625547335803457,0.599953604054422,0.570034507675161
1,9,0.570034507675161,0.5970413333410127,0.5754358728083313
1,10,0.5754358728083313,0.5932615606154372,0.5790010103697525
1,11,0.5790010103697525,0.5930040513444438,0.5818016185646908
1,12,0.5818016185646908,0.5913549925276477,0.5837122933572823
1,13,0.5837122933572823,0.5900217636844843,0.5849741874227227
1,14,0.5849741874227227,0.5887429957095027,0.5857279490800786
