policy_id,sim,day,entity,mode,n,mean_effectiveTime,mean_duration,mean_waitingTime,mean_departDelay,mean_timeLoss,mean_routeLength,sum_CO2_abs,mean_CO2_abs
baseline_more_buses_25000,1,1,person,person,2502,483.8980815347722,483.8980815347722,326.6882494004796,0.0,88.64936850519584,0.0,0.0,0.0
baseline_more_buses_25000,1,1,vehicle,bus,460,14751.910869565218,228.59782608695653,45.745652173913044,14523.313043478262,85.7188043478261,971.59,227822404.291657,495266.0962862109
baseline_more_buses_25000,1,1,vehicle,car,20695,15868.349090118387,217.06518482725295,84.32611741966659,15651.283905291133,142.37880599178547,977.09,10611187492.35258,512741.603882705
baseline_more_buses_25000,1,2,person,person,6497,407.251962444205,407.251962444205,258.7221794674465,0.0,78.74636293674003,0.0,0.0,0.0
baseline_more_buses_25000,1,2,vehicle,bus,576,8813.53125,222.54513888888889,40.685763888888886,8590.986111111111,79.1101388888889,971.5899999999999,278564449.169921,483618.83536444616
baseline_more_buses_25000,1,2,vehicle,car,18476,11208.441504113443,211.2209352673739,80.01228620913618,10997.22056884607,136.59573879627627,977.09,9249363035.380606,500615.01598725945
baseline_more_buses_25000,1,3,person,person,7963,376.1841014692955,376.1841014692955,234.8735401230692,0.0,71.30124073841517,0.0,0.0,0.0
baseline_more_buses_25000,1,3,vehicle,bus,576,6796.708333333333,213.375,34.373263888888886,6583.333333333333,69.63710069444444,971.5899999999999,266621955.791112,462885.339915125
baseline_more_buses_25000,1,3,vehicle,car,17015,9391.325528063475,204.9988245665589,76.12224507787246,9186.326703496916,130.34292624155157,977.09,8293858457.112325,487443.92930428
baseline_more_buses_25000,1,4,person,person,9564,348.8086574654956,348.8086574654956,211.10706817231284,0.0,67.51941447093267,0.0,0.0,0.0
baseline_more_buses_25000,1,4,vehicle,bus,576,4948.190972222223,218.07118055555554,37.42534722222222,4730.119791666667,74.03715277777778,971.5899999999999,272504451.620482,473098.0062855591
baseline_more_buses_25000,1,4,vehicle,car,15418,7504.112648203399,204.54883901932806,75.4258658710598,7299.563809184071,129.88823907121548,977.09,7482348483.477139,485299.5513994772
baseline_more_buses_25000,1,5,person,person,11232,313.01691595441594,313.01691595441594,190.8207799145299,0.0,51.86656962250713,0.0,0.0,0.0
baseline_more_buses_25000,1,5,vehicle,bus,576,3263.3576388888887,209.33680555555554,31.57986111111111,3054.0208333333335,65.18852430555555,971.5899999999999,261714940.440469,454366.2160424809
baseline_more_buses_25000,1,5,vehicle,car,13750,5530.698714909091,186.6168,65.10516363636364,5344.081914909091,111.976088,977.09,6154482270.534449,447598.71058432356
baseline_more_buses_25000,1,6,person,person,12908,289.66547877285404,289.66547877285404,177.67926867059188,0.0,41.47242330337775,0.0,0.0,0.0
baseline_more_buses_25000,1,6,vehicle,bus,576,2063.0538194444443,200.43229166666666,25.039930555555557,1862.6215277777778,56.242274305555554,971.5899999999999,250275550.758219,434506.1645107969
baseline_more_buses_25000,1,6,vehicle,car,12069,3855.354555472699,174.04664843814732,57.485872897506006,3681.3079070345516,99.39030739912172,977.09,5093155404.469786,422003.09921864164
baseline_more_buses_25000,1,7,person,person,14505,265.8988624612203,265.8988624612203,167.08528093760773,0.0,28.128179248534988,0.0,0.0,0.0
baseline_more_buses_25000,1,7,vehicle,bus,576,1231.795138888889,190.17534722222223,18.008680555555557,1041.6197916666667,46.00534722222223,971.5899999999999,237794279.264368,412837.2903895278
baseline_more_buses_25000,1,7,vehicle,car,10478,2530.988419545715,149.16615766367627,41.99952280969651,2381.8222618820387,74.55035980148884,977.0899999999999,3881469391.353695,370439.91137179756
baseline_more_buses_25000,1,8,person,person,15969,257.8668670549189,257.8668670549189,160.87870248606674,0.0,26.1087588452627,0.0,0.0,0.0
baseline_more_buses_25000,1,8,vehicle,bus,576,745.7395833333334,188.28819444444446,16.25173611111111,557.4513888888889,43.69046875,971.5899999999999,235485355.089966,408828.74147563544
baseline_more_buses_25000,1,8,vehicle,car,8999,1610.3085342815868,145.99077675297255,39.63395932881431,1464.3177575286143,71.39326258473163,977.09,3272490331.383405,363650.4424250923
baseline_more_buses_25000,1,9,person,person,17264,251.4416126042632,251.4416126042632,156.27641334569046,0.0,24.12986967099166,0.0,0.0,0.0
baseline_more_buses_25000,1,9,vehicle,bus,576,447.28993055555554,187.16840277777777,15.369791666666666,260.12152777777777,42.18416666666667,971.5899999999999,234165040.156604,406536.5280496597
baseline_more_buses_25000,1,9,vehicle,car,7710,923.0779377431907,139.82814526588845,35.33942931258106,783.2497924773022,65.19503112840466,977.09,2703030749.90389,350587.6459019313
baseline_more_buses_25000,1,10,person,person,18364,246.8091374428229,246.8091374428229,152.20011979960793,0.0,23.421135373556957,0.0,0.0,0.0
baseline_more_buses_25000,1,10,vehicle,bus,576,269.2447916666667,187.46527777777777,15.368055555555555,81.77951388888889,42.01973958333333,971.5899999999999,234492641.828904,407105.28095295833
baseline_more_buses_25000,1,10,vehicle,car,6604,403.969872804361,138.34312537855845,34.403694730466384,265.62674742580253,63.70487431859479,977.09,2297125786.840638,347838.5503998544
baseline_more_buses_25000,1,11,person,person,19278,244.22294843863472,244.22294843863472,150.6143790849673,0.0,22.25036518311028,0.0,0.0,0.0
baseline_more_buses_25000,1,11,vehicle,bus,576,199.79166666666666,187.12326388888889,15.151041666666666,12.668402777777779,41.26050347222222,971.5899999999999,234292287.036156,406757.44277110416
baseline_more_buses_25000,1,11,vehicle,car,5697,144.60786203264877,132.08846761453395,29.736352466210285,12.519394418114798,57.40655081621906,977.09,1907185115.995287,334770.0747753707
baseline_more_buses_25000,1,12,person,person,20009,244.28242290969064,244.28242290969064,150.90774151631766,0.0,21.871394872307462,0.0,0.0,0.0
baseline_more_buses_25000,1,12,vehicle,bus,576,199.92534722222223,187.01215277777777,14.928819444444445,12.913194444444445,40.71854166666667,971.5899999999999,234239319.411749,406665.485089842
baseline_more_buses_25000,1,12,vehicle,car,4955,137.34131584258324,127.95761856710394,26.71120080726539,9.383697275479314,53.30135620585267,977.09,1614396857.344704,325811.67655796243
baseline_more_buses_25000,1,13,person,person,20599,244.33647264430311,244.33647264430311,150.9539298024176,0.0,21.717963493373464,0.0,0.0,0.0
baseline_more_buses_25000,1,13,vehicle,bus,576,200.19097222222223,187.16666666666666,14.737847222222221,13.024305555555555,40.51145833333333,971.5899999999999,234330116.731114,406823.1193248507
baseline_more_buses_25000,1,13,vehicle,car,4372,133.0115645013724,124.86505032021958,24.271271729185727,8.14651418115279,50.223115279048486,977.0900000000001,1393251367.910676,318675.9761918289
baseline_more_buses_25000,1,14,person,person,21051,244.3528098427628,244.3528098427628,150.89558690798538,0.0,21.710617072823144,0.0,0.0,0.0
baseline_more_buses_25000,1,14,vehicle,bus,576,200.35590277777777,187.34722222222223,14.762152777777779,13.008680555555555,40.43994791666667,971.5899999999999,234786403.094419,407615.283150033
baseline_more_buses_25000,1,14,vehicle,car,3916,131.42719101123595,123.98008171603678,23.723697650663944,7.4471092951991835,49.34718335035751,977.09,1240839869.927559,316864.1138732275
