step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_stopped;step_teleports;step_time;step_waiting
0;0;1;0;1;1;1;0.00;0.00;-1.00;0.00;1;0;0;0.00;0
0;0;0;0;0;1;1;2.22;0.16;-1.00;0.00;1;0;0;1.00;0
0;0;0;0;0;1;1;4.73;0.34;-1.00;0.00;1;0;0;2.00;0
0;0;0;0;0;1;1;7.07;0.51;-1.00;0.00;1;0;0;3.00;0
0;0;0;0;0;1;1;9.36;0.67;-1.00;0.00;1;0;0;4.00;0
0;0;0;0;0;1;1;11.69;0.84;-1.00;0.00;1;0;0;5.00;0
0;0;0;0;1;2;2;6.56;0.47;-1.00;0.00;2;0;0;6.00;0
0;0;0;0;0;2;2;7.20;0.52;-1.00;0.00;2;0;0;7.00;0
0;0;0;0;0;2;2;8.28;0.60;-1.00;0.00;2;0;0;8.00;0
0;0;0;0;0;2;2;9.78;0.70;-1.00;0.00;2;0;0;9.00;0
0;0;0;0;0;2;2;10.79;0.78;-1.00;0.00;2;0;0;10.00;0
0;0;0;0;0;2;2;11.25;0.81;-1.00;0.00;2;0;0;11.00;0
0;0;1;0;1;3;3;8.08;0.58;-1.00;0.00;3;0;0;12.00;0
0;0;0;0;0;3;3;9.12;0.66;-1.00;0.00;3;0;0;13.00;0
0;0;0;0;0;3;3;10.15;0.73;-1.00;0.00;3;0;0;14.00;0
0;0;0;0;0;3;3;10.89;0.78;-1.00;0.00;3;0;0;15.00;0
0;0;1;0;0;3;3;11.19;0.81;-1.00;0.00;3;0;0;16.00;0
0;0;0;0;0;3;3;11.65;0.84;-1.00;0.00;3;0;0;17.00;0
0;0;0;0;1;4;4;9.24;0.67;-1.00;0.00;4;0;0;18.00;0
0;0;0;0;0;4;4;9.82;0.71;-1.00;0.00;4;0;0;19.00;0
0;0;0;0;0;4;4;10.60;0.76;-1.00;0.00;4;0;0;20.00;0
0;0;0;0;0;4;4;11.26;0.81;-1.00;0.00;4;0;0;21.00;0
0;0;0;0;0;4;4;11.49;0.83;-1.00;0.00;4;0;0;22.00;0
0;0;0;0;0;4;4;12.18;0.88;-1.00;0.00;4;0;0;23.00;0
0;0;0;0;1;5;5;10.16;0.73;-1.00;0.00;5;0;0;24.00;0
0;0;0;0;0;5;5;11.26;0.81;-1.00;0.00;5;0;0;25.00;0
0;0;0;0;0;5;5;11.78;0.85;-1.00;0.00;5;0;0;26.00;0
0;0;0;0;0;5;5;11.90;0.86;-1.00;0.00;5;0;0;27.00;0
0;0;0;0;0;5;5;12.16;0.88;-1.00;0.00;5;0;0;28.00;0
0;0;0;0;0;5;5;12.26;0.88;-1.00;0.00;5;0;0;29.00;0
0;0;0;0;1;6;6;10.86;0.78;-1.00;0.00;6;0;0;30.00;0
0;0;0;0;0;6;6;10.99;0.79;-1.00;0.00;6;0;0;31.00;0
0;0;0;0;0;6;6;10.78;0.78;-1.00;0.00;6;0;0;32.00;0
0;0;0;0;0;6;6;10.57;0.76;-1.00;0.00;6;0;0;33.00;0
0;0;0;0;0;6;6;10.82;0.78;-1.00;0.00;6;0;0;34.00;0
0;0;0;0;0;6;6;11.24;0.81;-1.00;0.00;6;0;0;35.00;0
0;0;1;0;1;7;7;10.04;0.72;-1.00;0.00;7;0;0;36.00;0
0;0;0;0;0;7;7;10.76;0.77;-1.00;0.00;7;0;0;37.00;0
0;0;1;0;0;7;7;11.13;0.80;-1.00;0.00;7;0;0;38.00;0
0;0;0;0;0;7;7;11.57;0.83;-1.00;0.00;7;0;0;39.00;0
0;0;0;0;0;7;7;11.23;0.81;-1.00;0.00;7;0;0;40.00;0
0;0;0;0;0;7;7;10.85;0.78;-1.00;0.00;7;0;0;41.00;0
0;0;0;0;1;8;8;9.99;0.72;-1.00;0.00;8;0;0;42.00;0
0;0;0;0;0;8;8;10.46;0.75;-1.00;0.00;8;0;0;43.00;0
0;0;0;0;0;8;8;10.85;0.78;-1.00;0.00;8;0;0;44.00;0
0;0;0;0;0;8;8;10.74;0.77;-1.00;0.00;8;0;0;45.00;0
0;0;0;0;0;8;8;10.72;0.77;-1.00;0.00;8;0;0;46.00;0
0;0;0;0;0;8;8;11.58;0.83;-1.00;0.00;8;0;0;47.00;0
0;0;0;0;1;9;9;10.56;0.76;-1.00;0.00;9;0;0;48.00;0
0;0;0;0;0;9;9;10.91;0.79;-1.00;0.00;9;0;0;49.00;0
0;0;0;0;0;9;9;10.85;0.78;-1.00;0.00;9;0;0;50.00;0
0;0;0;0;0;9;9;10.53;0.76;-1.00;0.00;9;0;0;51.00;0
0;0;0;0;0;9;9;10.41;0.75;-1.00;0.00;9;0;0;52.00;0
0;0;0;0;0;9;9;10.59;0.76;-1.00;0.00;9;0;0;53.00;0
0;0;0;0;1;10;10;10.21;0.73;-1.00;0.00;10;0;0;54.00;0
0;0;0;0;0;10;10;10.73;0.77;-1.00;0.00;10;0;0;55.00;0
0;0;0;0;0;10;10;10.83;0.78;-1.00;0.00;10;0;0;56.00;0
0;0;0;0;0;10;10;10.73;0.77;-1.00;0.00;10;0;0;57.00;0
0;0;0;0;0;10;10;10.74;0.77;-1.00;0.00;10;0;0;58.00;0
1;0;1;1;0;10;10;10.43;0.75;59.00;0.00;9;0;0;59.00;0
1;0;0;1;1;11;11;9.79;0.70;59.00;0.00;10;0;0;60.00;0
1;0;0;1;0;11;11;9.82;0.71;59.00;0.00;10;0;0;61.00;0
1;0;0;1;0;11;11;10.08;0.73;59.00;0.00;10;0;0;62.00;0
1;0;0;1;0;11;11;10.32;0.74;59.00;0.00;10;0;0;63.00;0
1;0;0;1;0;11;11;11.10;0.80;59.00;0.00;10;0;0;64.00;0
1;0;1;1;0;11;11;11.43;0.82;59.00;0.00;10;0;0;65.00;0
1;0;0;1;1;12;12;10.42;0.75;59.00;0.00;11;0;0;66.00;0
1;0;0;1;0;12;12;10.87;0.78;59.00;0.00;11;0;0;67.00;0
1;0;0;1;0;12;12;11.04;0.79;59.00;0.00;11;0;0;68.00;0
2;0;0;2;0;12;12;10.25;0.74;61.00;0.00;10;0;0;69.00;0
2;0;0;2;0;12;12;9.75;0.70;61.00;0.00;10;0;0;70.00;0
2;0;0;2;0;12;12;10.00;0.72;61.00;0.00;10;0;0;71.00;0
3;0;0;3;1;13;13;9.21;0.66;60.67;0.00;10;0;0;72.00;0
3;0;0;3;0;13;13;9.55;0.69;60.67;0.00;10;0;0;73.00;0
3;0;0;3;0;13;13;10.30;0.74;60.67;0.00;10;0;0;74.00;0
3;0;0;3;0;13;13;10.66;0.77;60.67;0.00;10;0;0;75.00;0
3;0;0;3;0;13;13;10.92;0.79;60.67;0.00;10;0;0;76.00;0
3;0;0;3;0;13;13;11.40;0.82;60.67;0.00;10;0;0;77.00;0
3;0;0;3;1;14;14;10.37;0.75;60.67;0.00;11;0;0;78.00;0
4;0;0;4;0;14;14;10.22;0.74;60.75;0.00;10;0;0;79.00;0
4;0;0;4;0;14;14;10.83;0.78;60.75;0.00;10;0;0;80.00;0
4;0;0;4;0;14;14;11.26;0.81;60.75;0.00;10;0;0;81.00;0
4;0;0;4;0;14;14;11.08;0.80;60.75;0.00;10;0;0;82.00;0
4;0;0;4;0;14;14;11.08;0.80;60.75;0.00;10;0;0;83.00;0
5;0;1;5;1;15;15;9.92;0.71;60.60;0.00;10;0;0;84.00;0
5;0;0;5;0;15;15;10.51;0.76;60.60;0.00;10;0;0;85.00;0
5;0;0;5;0;15;15;10.86;0.78;60.60;0.00;10;0;0;86.00;0
5;0;1;5;0;15;15;11.38;0.82;60.60;0.00;10;0;0;87.00;0
5;0;1;5;0;15;15;11.68;0.84;60.60;0.00;10;0;0;88.00;0
5;0;1;5;0;15;15;11.90;0.86;60.60;0.00;10;0;0;89.00;0
5;0;1;5;1;16;16;10.24;0.74;60.60;0.00;11;0;0;90.00;0
5;0;1;5;0;16;16;9.82;0.71;60.60;0.00;11;0;0;91.00;0
5;0;1;5;0;16;16;9.54;0.69;60.60;0.00;11;0;0;92.00;0
5;0;1;5;0;16;16;9.57;0.69;60.60;0.00;11;0;0;93.00;0
5;0;0;5;0;16;16;9.79;0.70;60.60;0.00;11;0;0;94.00;0
5;0;1;5;0;16;16;10.56;0.76;60.60;0.00;11;0;0;95.00;0
5;0;0;5;1;17;17;9.59;0.69;60.60;0.00;12;0;0;96.00;0
5;0;0;5;0;17;17;9.85;0.71;60.60;0.00;12;0;0;97.00;0
5;0;0;5;0;17;17;10.18;0.73;60.60;0.00;12;0;0;98.00;0
5;0;0;5;0;17;17;9.85;0.71;60.60;0.00;12;0;0;99.00;0
5;0;0;5;0;17;17;10.40;0.75;60.60;0.00;12;0;0;100.00;0
6;0;0;6;0;17;17;10.79;0.78;62.33;0.00;11;0;0;101.00;0
7;0;0;7;1;18;18;10.08;0.73;62.86;0.00;11;0;0;102.00;0
7;0;0;7;0;18;18;10.68;0.77;62.86;0.00;11;0;0;103.00;0
7;0;0;7;0;18;18;10.70;0.77;62.86;0.00;11;0;0;104.00;0
7;0;0;7;0;18;18;10.92;0.79;62.86;0.00;11;0;0;105.00;0
7;0;0;7;0;18;18;10.84;0.78;62.86;0.00;11;0;0;106.00;0
8;0;0;8;0;18;18;11.17;0.80;63.12;0.00;10;0;0;107.00;0
8;0;0;8;1;19;19;10.66;0.77;63.12;0.00;11;0;0;108.00;0
8;0;0;8;0;19;19;10.96;0.79;63.12;0.00;11;0;0;109.00;0
8;0;0;8;0;19;19;11.00;0.79;63.12;0.00;11;0;0;110.00;0
9;0;1;9;0;19;19;10.82;0.78;63.11;0.00;10;0;0;111.00;0
9;0;0;9;0;19;19;10.17;0.73;63.11;0.00;10;0;0;112.00;0
9;0;0;9;0;19;19;10.15;0.73;63.11;0.00;10;0;0;113.00;0
9;0;1;9;1;20;20;9.25;0.67;63.11;0.00;11;0;0;114.00;0
9;0;1;9;0;20;20;9.64;0.69;63.11;0.00;11;0;0;115.00;0
9;0;1;9;0;20;20;10.08;0.73;63.11;0.00;11;0;0;116.00;0
9;0;1;9;0;20;20;10.11;0.73;63.11;0.00;11;0;0;117.00;0
9;0;1;9;0;20;20;9.98;0.72;63.11;0.00;11;0;0;118.00;0
9;0;1;9;0;20;20;10.58;0.76;63.11;0.00;11;0;0;119.00;0
9;0;1;9;1;21;21;10.02;0.72;63.11;0.00;12;0;0;120.00;0
9;0;1;9;0;21;21;10.90;0.78;63.11;0.00;12;0;0;121.00;0
9;0;1;9;0;21;21;11.26;0.81;63.11;0.00;12;0;0;122.00;0
10;0;1;10;0;21;21;10.90;0.78;63.70;0.00;11;0;0;123.00;0
11;0;1;11;0;21;21;10.99;0.79;63.73;0.00;10;0;0;124.00;0
11;0;1;11;0;21;21;11.07;0.80;63.73;0.00;10;0;0;125.00;0
11;0;1;11;1;22;22;10.31;0.74;63.73;0.00;11;0;0;126.00;0
12;0;2;12;0;22;22;10.28;0.74;63.50;0.00;10;0;0;127.00;0
12;0;0;12;0;22;22;10.37;0.75;63.50;0.00;10;0;0;128.00;0
12;0;0;12;0;22;22;10.85;0.78;63.50;0.00;10;0;0;129.00;0
12;0;0;12;0;22;22;11.70;0.84;63.50;0.00;10;0;0;130.00;0
12;0;0;12;0;22;22;11.97;0.86;63.50;0.00;10;0;0;131.00;0
13;0;1;13;1;23;23;11.25;0.81;63.23;0.00;10;0;0;132.00;0
13;0;0;13;0;23;23;11.07;0.80;63.23;0.00;10;0;0;133.00;0
13;0;0;13;0;23;23;10.98;0.79;63.23;0.00;10;0;0;134.00;0
13;0;0;13;0;23;23;10.86;0.78;63.23;0.00;10;0;0;135.00;0
13;0;0;13;0;23;23;10.74;0.77;63.23;0.00;10;0;0;136.00;0
14;0;0;14;0;23;23;10.45;0.75;62.93;0.00;9;0;0;137.00;0
14;0;1;14;1;24;24;9.67;0.70;62.93;0.00;10;0;0;138.00;0
14;0;0;14;0;24;24;10.21;0.74;62.93;0.00;10;0;0;139.00;0
14;0;0;14;0;24;24;10.71;0.77;62.93;0.00;10;0;0;140.00;0
14;0;0;14;0;24;24;11.33;0.82;62.93;0.00;10;0;0;141.00;0
14;0;0;14;0;24;24;11.29;0.81;62.93;0.00;10;0;0;142.00;0
14;0;0;14;0;24;24;11.16;0.80;62.93;0.00;10;0;0;143.00;0
14;0;1;14;1;25;25;9.82;0.71;62.93;0.00;11;0;0;144.00;0
15;0;1;15;0;25;25;9.89;0.71;62.80;0.00;10;0;0;145.00;0
15;0;0;15;0;25;25;9.78;0.70;62.80;0.00;10;0;0;146.00;0
15;0;0;15;0;25;25;10.43;0.75;62.80;0.00;10;0;0;147.00;0
15;0;0;15;0;25;25;10.81;0.78;62.80;0.00;10;0;0;148.00;0
15;0;1;15;0;25;25;11.52;0.83;62.80;0.00;10;0;0;149.00;0
15;0;1;15;1;26;26;10.80;0.78;62.80;0.00;11;0;0;150.00;0
15;0;1;15;0;26;26;11.06;0.80;62.80;0.00;11;0;0;151.00;0
15;0;1;15;0;26;26;11.00;0.79;62.80;0.00;11;0;0;152.00;0
15;0;0;15;0;26;26;10.31;0.74;62.80;0.00;11;0;0;153.00;0
16;0;0;16;0;26;26;10.20;0.73;62.88;0.00;10;0;0;154.00;0
16;0;0;16;0;26;26;10.52;0.76;62.88;0.00;10;0;0;155.00;0
16;0;0;16;1;27;27;9.89;0.71;62.88;0.00;11;0;0;156.00;0
16;0;0;16;0;27;27;10.15;0.73;62.88;0.00;11;0;0;157.00;0
16;0;0;16;0;27;27;10.26;0.74;62.88;0.00;11;0;0;158.00;0
16;0;0;16;0;27;27;10.58;0.76;62.88;0.00;11;0;0;159.00;0
16;0;0;16;0;27;27;10.70;0.77;62.88;0.00;11;0;0;160.00;0
16;0;0;16;0;27;27;11.22;0.81;62.88;0.00;11;0;0;161.00;0
16;0;0;16;1;28;28;10.28;0.74;62.88;0.00;12;0;0;162.00;0
17;0;0;17;0;28;28;10.14;0.73;63.12;0.00;11;0;0;163.00;0
17;0;0;17;0;28;28;10.09;0.73;63.12;0.00;11;0;0;164.00;0
17;0;0;17;0;28;28;10.34;0.74;63.12;0.00;11;0;0;165.00;0
18;0;1;18;0;28;28;10.04;0.72;63.17;0.00;10;0;0;166.00;0
18;0;1;18;0;28;28;10.74;0.77;63.17;0.00;10;0;0;167.00;0
18;0;1;18;1;29;29;9.94;0.72;63.17;0.00;11;0;0;168.00;0
18;0;1;18;0;29;29;10.54;0.76;63.17;0.00;11;0;0;169.00;0
18;0;1;18;0;29;29;10.90;0.78;63.17;0.00;11;0;0;170.00;0
18;0;1;18;0;29;29;10.94;0.79;63.17;0.00;11;0;0;171.00;0
19;0;0;19;0;29;29;11.43;0.82;63.21;0.00;10;0;0;172.00;0
19;0;0;19;0;29;29;11.56;0.83;63.21;0.00;10;0;0;173.00;0
20;0;0;20;1;30;30;10.53;0.76;63.05;0.00;10;0;0;174.00;0
20;0;0;20;0;30;30;10.38;0.75;63.05;0.00;10;0;0;175.00;0
20;0;0;20;0;30;30;9.67;0.70;63.05;0.00;10;0;0;176.00;0
20;0;0;20;0;30;30;9.98;0.72;63.05;0.00;10;0;0;177.00;0
20;0;0;20;0;30;30;10.47;0.75;63.05;0.00;10;0;0;178.00;0
20;0;0;20;0;30;30;10.97;0.79;63.05;0.00;10;0;0;179.00;0
21;0;1;21;1;31;31;10.05;0.72;62.90;0.00;10;0;0;180.00;0
21;0;0;21;0;31;31;10.71;0.77;62.90;0.00;10;0;0;181.00;0
21;0;0;21;0;31;31;11.04;0.79;62.90;0.00;10;0;0;182.00;0
21;0;0;21;0;31;31;10.61;0.76;62.90;0.00;10;0;0;183.00;0
21;0;0;21;0;31;31;10.37;0.75;62.90;0.00;10;0;0;184.00;0
21;0;0;21;0;31;31;10.48;0.75;62.90;0.00;10;0;0;185.00;0
22;0;1;22;1;32;32;9.78;0.70;62.77;0.00;10;0;0;186.00;0
22;0;0;22;0;32;32;9.99;0.72;62.77;0.00;10;0;0;187.00;0
22;0;0;22;0;32;32;10.11;0.73;62.77;0.00;10;0;0;188.00;0
22;0;0;22;0;32;32;10.67;0.77;62.77;0.00;10;0;0;189.00;0
22;0;0;22;0;32;32;11.14;0.80;62.77;0.00;10;0;0;190.00;0
22;0;0;22;0;32;32;11.22;0.81;62.77;0.00;10;0;0;191.00;0
22;0;1;22;1;33;33;10.28;0.74;62.77;0.00;11;0;0;192.00;0
23;0;2;23;0;33;33;10.05;0.72;62.70;0.00;10;0;0;193.00;0
23;0;0;23;0;33;33;10.88;0.78;62.70;0.00;10;0;0;194.00;0
23;0;0;23;0;33;33;10.86;0.78;62.70;0.00;10;0;0;195.00;0
23;0;0;23;0;33;33;10.58;0.76;62.70;0.00;10;0;0;196.00;0
23;0;0;23;0;33;33;10.46;0.75;62.70;0.00;10;0;0;197.00;0
23;0;0;23;1;34;34;9.55;0.69;62.70;0.00;11;0;0;198.00;0
23;0;0;23;0;34;34;10.39;0.75;62.70;0.00;11;0;0;199.00;0
23;0;0;23;0;34;34;10.69;0.77;62.70;0.00;11;0;0;200.00;0
23;0;0;23;0;34;34;10.97;0.79;62.70;0.00;11;0;0;201.00;0
23;0;0;23;0;34;34;10.77;0.78;62.70;0.00;11;0;0;202.00;0
23;0;0;23;0;34;34;11.03;0.79;62.70;0.00;11;0;0;203.00;0
23;0;0;23;1;35;35;10.45;0.75;62.70;0.00;12;0;0;204.00;0
23;0;0;23;0;35;35;10.88;0.78;62.70;0.00;12;0;0;205.00;0
24;0;0;24;0;35;35;11.28;0.81;62.92;0.00;11;0;0;206.00;0
24;0;0;24;0;35;35;11.29;0.81;62.92;0.00;11;0;0;207.00;0
24;0;0;24;0;35;35;11.58;0.83;62.92;0.00;11;0;0;208.00;0
24;0;0;24;0;35;35;11.09;0.80;62.92;0.00;11;0;0;209.00;0
24;0;0;24;1;36;36;9.91;0.71;62.92;0.00;12;0;0;210.00;0
24;0;0;24;0;36;36;10.19;0.73;62.92;0.00;12;0;0;211.00;0
24;0;0;24;0;36;36;10.44;0.75;62.92;0.00;12;0;0;212.00;0
24;0;0;24;0;36;36;10.86;0.78;62.92;0.00;12;0;0;213.00;0
25;0;0;25;0;36;36;11.02;0.79;63.20;0.00;11;0;0;214.00;0
25;0;0;25;0;36;36;11.62;0.84;63.20;0.00;11;0;0;215.00;0
25;0;0;25;1;37;37;10.67;0.77;63.20;0.00;12;0;0;216.00;0
25;0;0;25;0;37;37;10.82;0.78;63.20;0.00;12;0;0;217.00;0
26;0;0;26;0;37;37;10.91;0.79;63.38;0.00;11;0;0;218.00;0
26;0;0;26;0;37;37;10.77;0.78;63.38;0.00;11;0;0;219.00;0
27;0;0;27;0;37;37;10.94;0.79;63.41;0.00;10;0;0;220.00;0
27;0;0;27;0;37;37;11.52;0.83;63.41;0.00;10;0;0;221.00;0
27;0;0;27;1;38;38;11.08;0.80;63.41;0.00;11;0;0;222.00;0
27;0;0;27;0;38;38;11.85;0.85;63.41;0.00;11;0;0;223.00;0
27;0;0;27;0;38;38;11.86;0.85;63.41;0.00;11;0;0;224.00;0
28;0;0;28;0;38;38;11.62;0.84;63.39;0.00;10;0;0;225.00;0
28;0;0;28;0;38;38;11.37;0.82;63.39;0.00;10;0;0;226.00;0
29;0;0;29;0;38;38;11.20;0.81;63.24;0.00;9;0;0;227.00;0
29;0;0;29;1;39;39;10.10;0.73;63.24;0.00;10;0;0;228.00;0
29;0;0;29;0;39;39;10.63;0.77;63.24;0.00;10;0;0;229.00;0
29;0;0;29;0;39;39;10.84;0.78;63.24;0.00;10;0;0;230.00;0
29;0;0;29;0;39;39;10.73;0.77;63.24;0.00;10;0;0;231.00;0
29;0;0;29;0;39;39;11.12;0.80;63.24;0.00;10;0;0;232.00;0
29;0;0;29;0;39;39;11.75;0.85;63.24;0.00;10;0;0;233.00;0
29;0;0;29;1;40;40;11.32;0.81;63.24;0.00;11;0;0;234.00;0
29;0;0;29;0;40;40;11.48;0.83;63.24;0.00;11;0;0;235.00;0
29;0;0;29;0;40;40;11.54;0.83;63.24;0.00;11;0;0;236.00;0
30;0;0;30;0;40;40;11.29;0.81;63.23;0.00;10;0;0;237.00;0
30;0;0;30;0;40;40;11.11;0.80;63.23;0.00;10;0;0;238.00;0
31;0;0;31;0;40;40;11.48;0.83;63.10;0.00;9;0;0;239.00;0
31;0;0;31;1;41;41;10.84;0.78;63.10;0.00;10;0;0;240.00;0
31;0;0;31;0;41;41;11.33;0.82;63.10;0.00;10;0;0;241.00;0
31;0;0;31;0;41;41;11.43;0.82;63.10;0.00;10;0;0;242.00;0
31;0;1;31;0;41;41;10.88;0.78;63.10;0.00;10;0;0;243.00;0
31;0;1;31;0;41;41;10.70;0.77;63.10;0.00;10;0;0;244.00;0
32;0;1;32;0;41;41;10.83;0.78;62.97;0.00;9;0;0;245.00;0
32;0;0;32;1;42;42;10.39;0.75;62.97;0.00;10;0;0;246.00;0
32;0;0;32;0;42;42;10.99;0.79;62.97;0.00;10;0;0;247.00;0
32;0;0;32;0;42;42;11.20;0.81;62.97;0.00;10;0;0;248.00;0
32;0;0;32;0;42;42;10.93;0.79;62.97;0.00;10;0;0;249.00;0
32;0;0;32;0;42;42;10.93;0.79;62.97;0.00;10;0;0;250.00;0
32;0;0;32;0;42;42;11.32;0.82;62.97;0.00;10;0;0;251.00;0
32;0;0;32;1;43;43;10.72;0.77;62.97;0.00;11;0;0;252.00;0
33;0;0;33;0;43;43;11.12;0.80;62.91;0.00;10;0;0;253.00;0
33;0;0;33;0;43;43;11.09;0.80;62.91;0.00;10;0;0;254.00;0
33;0;0;33;0;43;43;10.42;0.75;62.91;0.00;10;0;0;255.00;0
33;0;0;33;0;43;43;10.87;0.78;62.91;0.00;10;0;0;256.00;0
34;0;0;34;0;43;43;11.28;0.81;62.79;0.00;9;0;0;257.00;0
34;0;1;34;1;44;44;10.86;0.78;62.79;0.00;10;0;0;258.00;0
34;0;0;34;0;44;44;11.19;0.81;62.79;0.00;10;0;0;259.00;0
34;0;0;34;0;44;44;11.57;0.83;62.79;0.00;10;0;0;260.00;0
34;0;0;34;0;44;44;10.62;0.76;62.79;0.00;10;0;0;261.00;0
34;0;0;34;0;44;44;10.88;0.78;62.79;0.00;10;0;0;262.00;0
34;0;1;34;0;44;44;11.40;0.82;62.79;0.00;10;0;0;263.00;0
35;0;0;35;1;45;45;10.51;0.76;62.71;0.00;10;0;0;264.00;0
35;0;0;35;0;45;45;11.45;0.82;62.71;0.00;10;0;0;265.00;0
35;0;0;35;0;45;45;11.99;0.86;62.71;0.00;10;0;0;266.00;0
35;0;0;35;0;45;45;12.08;0.87;62.71;0.00;10;0;0;267.00;0
35;0;0;35;0;45;45;11.64;0.84;62.71;0.00;10;0;0;268.00;0
35;0;0;35;0;45;45;11.62;0.84;62.71;0.00;10;0;0;269.00;0
35;0;0;35;1;46;46;10.55;0.76;62.71;0.00;11;0;0;270.00;0
36;0;0;36;0;46;46;10.26;0.74;62.67;0.00;10;0;0;271.00;0
36;0;0;36;0;46;46;10.25;0.74;62.67;0.00;10;0;0;272.00;0
36;0;0;36;0;46;46;10.48;0.75;62.67;0.00;10;0;0;273.00;0
36;0;0;36;0;46;46;10.30;0.74;62.67;0.00;10;0;0;274.00;0
36;0;0;36;0;46;46;11.08;0.80;62.67;0.00;10;0;0;275.00;0
36;0;0;36;1;47;47;10.59;0.76;62.67;0.00;11;0;0;276.00;0
36;0;0;36;0;47;47;10.98;0.79;62.67;0.00;11;0;0;277.00;0
37;0;0;37;0;47;47;10.97;0.79;62.65;0.00;10;0;0;278.00;0
37;0;0;37;0;47;47;11.37;0.82;62.65;0.00;10;0;0;279.00;0
37;0;0;37;0;47;47;11.60;0.84;62.65;0.00;10;0;0;280.00;0
38;0;0;38;0;47;47;11.54;0.83;62.55;0.00;9;0;0;281.00;0
38;0;0;38;1;48;48;10.68;0.77;62.55;0.00;10;0;0;282.00;0
38;0;0;38;0;48;48;11.06;0.80;62.55;0.00;10;0;0;283.00;0
38;0;0;38;0;48;48;11.23;0.81;62.55;0.00;10;0;0;284.00;0
38;0;0;38;0;48;48;11.41;0.82;62.55;0.00;10;0;0;285.00;0
39;0;0;39;0;48;48;11.20;0.81;62.44;0.00;9;0;0;286.00;0
39;0;0;39;0;48;48;11.44;0.82;62.44;0.00;9;0;0;287.00;0
39;0;0;39;1;49;49;10.54;0.76;62.44;0.00;10;0;0;288.00;0
39;0;0;39;0;49;49;10.71;0.77;62.44;0.00;10;0;0;289.00;0
39;0;0;39;0;49;49;10.47;0.75;62.44;0.00;10;0;0;290.00;0
39;0;0;39;0;49;49;10.23;0.74;62.44;0.00;10;0;0;291.00;0
39;0;0;39;0;49;49;10.20;0.73;62.44;0.00;10;0;0;292.00;0
39;0;0;39;0;49;49;10.86;0.78;62.44;0.00;10;0;0;293.00;0
39;0;0;39;1;50;50;10.41;0.75;62.44;0.00;11;0;0;294.00;0
39;0;0;39;0;50;50;10.84;0.78;62.44;0.00;11;0;0;295.00;0
39;0;0;39;0;50;50;11.29;0.81;62.44;0.00;11;0;0;296.00;0
39;0;0;39;0;50;50;11.47;0.83;62.44;0.00;11;0;0;297.00;0
39;0;0;39;0;50;50;11.38;0.82;62.44;0.00;11;0;0;298.00;0
40;0;0;40;0;50;50;11.19;0.81;62.50;0.00;10;0;0;299.00;0
40;0;0;40;1;51;51;10.25;0.74;62.50;0.00;11;0;0;300.00;0
41;0;0;41;0;51;51;10.42;0.75;62.46;0.00;10;0;0;301.00;0
41;0;1;41;0;51;51;10.43;0.75;62.46;0.00;10;0;0;302.00;0
41;0;0;41;0;51;51;10.58;0.76;62.46;0.00;10;0;0;303.00;0
41;0;0;41;0;51;51;10.53;0.76;62.46;0.00;10;0;0;304.00;0
41;0;0;41;0;51;51;10.69;0.77;62.46;0.00;10;0;0;305.00;0
41;0;0;41;1;52;52;10.35;0.74;62.46;0.00;11;0;0;306.00;0
41;0;0;41;0;52;52;10.72;0.77;62.46;0.00;11;0;0;307.00;0
41;0;0;41;0;52;52;10.43;0.75;62.46;0.00;11;0;0;308.00;0
42;0;0;42;0;52;52;10.16;0.73;62.48;0.00;10;0;0;309.00;0
42;0;0;42;0;52;52;10.39;0.75;62.48;0.00;10;0;0;310.00;0
42;0;0;42;0;52;52;10.61;0.76;62.48;0.00;10;0;0;311.00;0
43;0;0;43;1;53;53;9.89;0.71;62.42;0.00;10;0;0;312.00;0
43;0;0;43;0;53;53;10.37;0.75;62.42;0.00;10;0;0;313.00;0
43;0;1;43;0;53;53;10.75;0.77;62.42;0.00;10;0;0;314.00;0
43;0;0;43;0;53;53;10.86;0.78;62.42;0.00;10;0;0;315.00;0
43;0;0;43;0;53;53;11.07;0.80;62.42;0.00;10;0;0;316.00;0
44;0;0;44;0;53;53;11.24;0.81;62.34;0.00;9;0;0;317.00;0
44;0;0;44;1;54;54;10.21;0.73;62.34;0.00;10;0;0;318.00;0
44;0;0;44;0;54;54;10.31;0.74;62.34;0.00;10;0;0;319.00;0
44;0;0;44;0;54;54;10.38;0.75;62.34;0.00;10;0;0;320.00;0
44;0;0;44;0;54;54;10.43;0.75;62.34;0.00;10;0;0;321.00;0
44;0;0;44;0;54;54;10.80;0.78;62.34;0.00;10;0;0;322.00;0
45;0;0;45;0;54;54;10.85;0.78;62.27;0.00;9;0;0;323.00;0
45;0;0;45;1;55;55;9.84;0.71;62.27;0.00;10;0;0;324.00;0
45;0;0;45;0;55;55;10.55;0.76;62.27;0.00;10;0;0;325.00;0
45;0;1;45;0;55;55;10.56;0.76;62.27;0.00;10;0;0;326.00;0
45;0;0;45;0;55;55;10.77;0.78;62.27;0.00;10;0;0;327.00;0
45;0;0;45;0;55;55;10.58;0.76;62.27;0.00;10;0;0;328.00;0
