sim,day,acceptance_used,pref_public,acceptance_next
1,1,0.3,0.9998216854009603,0.43996433708019206
1,2,0.43996433708019206,0.9951668801836292,0.5510048457008795
1,3,0.5510048457008795,0.9500569953393753,0.6308152756285788
1,4,0.6308152756285788,0.843360615316201,0.6733243435661033
1,5,0.6733243435661033,0.7417910382304602,0.6870176824989748
1,6,0.6870176824989748,0.7027191572215638,0.6901579774434925
1,7,0.6901579774434925,0.6966347422518853,0.6914533304051711
1,8,0.6914533304051711,0.695348569829909,0.6922323782901186
1,9,0.6922323782901186,0.6963353790521266,0.6930529784425202
1,10,0.6930529784425202,0.6990570572808762,0.6942537942101915
1,11,0.6942537942101915,0.6936763401963407,0.6941383034074214
1,12,0.6941383034074214,0.6915095619345158,0.6936125551128404
1,13,0.6936125551128404,0.693827987071183,0.693655641504509
1,14,0.693655641504509,0.6918629728446012,0.6932971077725275
