sim,day,acceptance_used,pref_public,acceptance_next
1,1,0.3,0.6395466413066732,0.3679093282613346
1,2,0.3679093282613346,0.609191380996018,0.4161657388082713
1,3,0.4161657388082713,0.5878539009898144,0.45050337124457995
1,4,0.45050337124457995,0.5726540901649642,0.47493351502865677
1,5,0.47493351502865677,0.5615252743802781,0.4922518668989811
1,6,0.4922518668989811,0.5542177290175014,0.5046450393226852
1,7,0.5046450393226852,0.5511642815531955,0.5139488877687873
1,8,0.5139488877687873,0.5445267712585342,0.5200644644667367
1,9,0.5200644644667367,0.5420720104143537,0.5244659736562601
1,10,0.5244659736562601,0.5394481206698655,0.5274624030589812
1,11,0.5274624030589812,0.5383989172618697,0.5296497058995588
1,12,0.5296497058995588,0.5376339794859563,0.5312465606168384
1,13,0.5312465606168384,0.5367382827119895,0.5323449050358686
1,14,0.5323449050358686,0.5344882649283866,0.5327735770143722
