tripinfo_id,tripinfo_vType,day,sim,CO2_abs,departDelay,waitingTime,waitingCount,timeLoss
flow_0.163,car,2,1,307277.187048,0.49,51.0,1,66.37
flow_0.164,car,2,1,281617.023947,0.72,40.0,1,56.97
flow_0.165,car,2,1,259409.818951,0.95,29.0,1,46.05
flow_0.166,car,2,1,233613.729441,0.18,17.0,1,36.38
flow_0.167,car,2,1,220206.591086,0.41,10.0,1,27.37
flow_0.168,car,2,1,184935.163189,0.64,0.0,0,13.73
flow_0.169,car,2,1,161213.475825,0.87,0.0,0,10.91
flow_0.170,car,2,1,166721.372464,0.1,0.0,0,9.46
flow_0.171,car,2,1,168089.627949,0.33,0.0,0,10.21
flow_0.172,car,2,1,302039.734556,0.56,51.0,1,65.86
flow_0.173,car,2,1,290907.820451,0.79,41.0,1,58.01
flow_0.174,car,2,1,266837.665183,0.02,33.0,1,49.35
flow_0.175,car,2,1,251920.016492,0.25,22.0,1,39.31
flow_0.176,car,2,1,218291.423694,0.48,13.0,1,30.04
flow_0.177,car,2,1,207518.323118,0.71,3.0,1,18.99
flow_0.178,car,2,1,176543.498384,0.94,0.0,0,11.47
flow_0.179,car,2,1,165733.35299,0.17,0.0,0,11.38
flow_0.180,car,2,1,165642.118364,0.4,0.0,0,11.99
flow_0.181,car,2,1,317703.511434,0.63,53.0,1,68.48
flow_0.182,car,2,1,289868.882861,0.86,43.0,1,57.57
flow_0.183,car,2,1,278455.635773,0.09,36.0,1,51.15
flow_0.184,car,2,1,228973.239124,0.32,22.0,1,38.62
flow_0.185,car,2,1,224112.521019,0.55,14.0,1,29.86
flow_0.186,car,2,1,204254.804086,0.78,5.0,1,20.61
flow_0.187,car,2,1,167786.981906,0.01,0.0,0,11.21
flow_0.188,car,2,1,170280.885582,0.24,0.0,0,11.96
flow_0.189,car,2,1,161994.615283,0.47,0.0,0,10.47
flow_0.190,car,2,1,330480.530118,0.7,58.0,1,72.38
flow_0.191,car,2,1,299448.62413,0.93,45.0,1,62.34
flow_0.192,car,2,1,254837.255968,0.16,33.0,1,48.06
flow_0.193,car,2,1,256113.163368,0.39,27.0,1,42.9
flow_0.194,car,2,1,214767.428369,0.62,13.0,1,29.6
flow_0.195,car,2,1,212798.910609,0.85,8.0,1,22.79
flow_0.196,car,2,1,165262.544009,0.08,0.0,0,11.31
flow_0.197,car,2,1,164723.885826,0.31,0.0,0,11.95
flow_0.198,car,2,1,165082.640181,0.54,0.0,0,11.15
flow_0.199,car,2,1,332998.977506,0.77,59.0,1,74.34
flow_0.200,car,2,1,310206.521362,0.0,49.0,1,65.41
flow_0.201,car,2,1,280027.389916,0.23,39.0,1,55.35
flow_0.202,car,2,1,263928.527996,0.46,29.0,1,45.2
flow_0.203,car,2,1,237958.589888,0.69,20.0,1,35.53
flow_0.204,car,2,1,214646.656273,0.92,10.0,1,24.92
flow_0.205,car,2,1,176096.335434,0.15,0.0,0,13.27
flow_0.206,car,2,1,170457.748648,0.38,0.0,0,11.29
flow_0.207,car,2,1,166928.921143,0.61,0.0,0,11.84
flow_0.208,car,2,1,171250.464229,0.84,0.0,0,10.44
flow_0.209,car,2,1,314459.718964,0.07,51.0,1,67.2
flow_0.210,car,2,1,292531.256201,0.3,40.0,1,57.19
flow_0.211,car,2,1,246970.6561,0.53,27.0,1,41.46
flow_0.212,car,2,1,243176.202695,0.76,21.0,1,37.37
flow_0.213,car,2,1,221461.581883,0.99,9.0,1,26.28
flow_0.214,car,2,1,193546.728873,0.22,2.0,1,18.34
flow_0.215,car,2,1,170982.992686,0.45,0.0,0,10.7
flow_0.216,car,2,1,168269.365284,0.68,0.0,0,11.36
flow_0.217,car,2,1,170459.539734,0.91,0.0,0,11.0
flow_0.218,car,2,1,293068.341585,0.14,50.0,1,64.26
flow_0.219,car,2,1,292608.31267,0.37,43.0,1,59.19
flow_0.220,car,2,1,281485.630519,0.6,35.0,1,49.75
flow_0.221,car,2,1,245637.520025,0.83,21.0,1,37.71
flow_0.222,car,2,1,234594.458091,0.06,16.0,1,30.81
flow_0.223,car,2,1,204166.434415,0.29,5.0,1,20.16
flow_0.224,car,2,1,167198.322894,0.52,0.0,0,11.1
flow_0.225,car,2,1,172506.85874,0.75,0.0,0,12.11
flow_0.226,car,2,1,172967.189763,0.98,0.0,0,10.07
flow_0.227,car,2,1,319352.024696,0.21,55.0,1,71.22
flow_0.228,car,2,1,283194.583169,0.44,44.0,1,60.14
flow_0.229,car,2,1,277167.604271,0.67,35.0,1,52.05
flow_0.230,car,2,1,235684.195593,0.9,22.0,1,39.9
flow_0.231,car,2,1,219157.503697,0.13,14.0,1,31.05
flow_0.232,car,2,1,205123.662298,0.36,6.0,1,22.77
flow_0.233,car,2,1,160977.890434,0.59,0.0,0,11.22
flow_0.234,car,2,1,162536.840584,0.82,0.0,0,9.91
flow_0.235,car,2,1,169047.681931,0.05,0.0,0,10.03
flow_0.236,car,2,1,319315.01225,0.28,56.0,1,72.61
flow_0.237,car,2,1,302301.980093,0.51,46.0,1,63.23
flow_0.238,car,2,1,278256.484652,0.74,36.0,1,51.88
flow_0.239,car,2,1,250076.925115,0.97,26.0,1,42.87
flow_0.240,car,2,1,235818.942065,0.2,17.0,1,33.63
flow_0.241,car,2,1,215861.984312,0.43,7.0,1,24.98
flow_0.242,car,2,1,169343.141508,0.66,0.0,0,12.17
flow_0.243,car,2,1,173344.896291,0.89,0.0,0,12.65
flow_0.244,car,2,1,170118.142975,0.12,0.0,0,9.45
flow_0.245,car,2,1,162388.585077,0.35,0.0,0,9.82
flow_0.246,car,2,1,294976.408837,0.58,47.0,1,63.48
flow_0.247,car,2,1,266256.184333,0.81,35.0,1,51.94
flow_0.248,car,2,1,270771.223799,0.04,31.0,1,46.65
flow_0.249,car,2,1,236701.994765,0.27,19.0,1,35.02
flow_0.250,car,2,1,200520.01705,0.5,8.0,1,23.08
flow_0.251,car,2,1,164089.663788,0.73,0.0,0,12.45
flow_0.252,car,2,1,163101.147032,0.96,0.0,0,11.11
flow_0.253,car,2,1,162570.292247,0.19,0.0,0,9.13
flow_0.254,car,2,1,340331.260641,0.42,61.0,1,76.93
flow_0.255,car,2,1,290084.250289,0.65,46.0,1,62.48
flow_0.256,car,2,1,255737.33659,0.88,36.0,1,49.07
flow_0.257,car,2,1,269806.352001,0.11,33.0,1,49.1
flow_0.258,car,2,1,253593.22313,0.34,23.0,1,38.18
flow_0.259,car,2,1,213899.137984,0.57,9.0,1,27.5
flow_0.260,car,2,1,202899.282205,0.8,3.0,1,18.17
flow_0.261,car,2,1,174867.789653,0.03,0.0,0,11.2
flow_0.262,car,2,1,179513.288623,0.26,0.0,0,11.5
flow_0.263,car,2,1,167444.418762,0.49,0.0,0,10.92
flow_0.264,car,2,1,308908.922265,0.72,50.0,1,68.35
flow_0.265,car,2,1,293372.754634,0.95,45.0,1,59.91
flow_0.266,car,2,1,261666.89313,0.18,32.0,1,49.6
flow_0.267,car,2,1,234051.277157,0.41,20.0,1,35.83
flow_0.268,car,2,1,229811.908226,0.64,13.0,1,30.79
flow_0.269,car,2,1,203314.937249,0.87,3.0,1,19.66
flow_0.270,car,2,1,161621.346826,0.1,0.0,0,11.1
flow_0.271,car,2,1,171548.019113,0.33,0.0,0,11.24
flow_0.272,car,2,1,157979.095538,0.56,0.0,0,10.74
flow_0.273,car,2,1,329207.358618,0.79,56.0,1,72.25
flow_0.274,car,2,1,298745.712482,0.02,45.0,1,63.14
flow_0.275,car,2,1,269398.651176,0.25,36.0,1,51.73
flow_0.276,car,2,1,250012.702905,0.48,24.0,1,41.4
flow_0.277,car,2,1,235227.881581,0.71,17.0,1,32.45
flow_0.278,car,2,1,208887.009773,0.94,6.0,1,21.32
flow_0.279,car,2,1,174739.419817,0.17,0.0,0,11.56
flow_0.280,car,2,1,158495.927595,0.4,0.0,0,11.89
flow_0.281,car,2,1,162676.575914,0.63,0.0,0,11.08
flow_0.282,car,2,1,322393.511341,0.86,56.0,1,72.84
flow_0.283,car,2,1,293139.926752,0.09,44.0,1,61.38
flow_0.284,car,2,1,282725.209255,0.32,38.0,1,54.33
flow_0.285,car,2,1,262211.618127,0.55,29.0,1,44.42
flow_0.286,car,2,1,228351.966077,0.78,19.0,1,33.5
flow_0.287,car,2,1,215807.564006,0.01,10.0,1,25.34
flow_0.288,car,2,1,180637.222348,0.24,0.0,0,12.9
flow_0.289,car,2,1,172028.638114,0.47,0.0,0,11.51
flow_0.290,car,2,1,168229.082386,0.7,0.0,0,10.89
flow_0.291,car,2,1,170576.042073,0.93,0.0,0,10.61
flow_0.292,car,2,1,304510.552285,0.16,48.0,1,65.81
flow_0.293,car,2,1,283250.959117,0.39,40.0,1,55.75
flow_0.294,car,2,1,260955.826555,0.62,31.0,1,46.61
flow_0.295,car,2,1,242593.76396,0.85,21.0,1,36.21
flow_0.296,car,2,1,208984.239316,0.08,10.0,1,25.8
flow_0.297,car,2,1,188667.206869,0.31,0.0,0,16.72
flow_0.298,car,2,1,177545.099465,0.54,0.0,0,12.02
flow_0.299,car,2,1,169960.440775,0.77,0.0,0,11.72
flow_0.300,car,2,1,170412.091649,0.0,0.0,0,10.37
flow_0.301,car,2,1,320694.320469,0.23,51.0,1,68.1
flow_0.302,car,2,1,294684.097612,0.46,42.0,1,58.45
flow_0.303,car,2,1,262699.380773,0.69,31.0,1,48.14
flow_0.304,car,2,1,243606.009352,0.92,21.0,1,37.56
flow_0.305,car,2,1,218295.437436,0.15,12.0,1,26.77
flow_0.306,car,2,1,208056.689849,0.38,4.0,1,19.39
flow_0.307,car,2,1,165661.28094,0.61,0.0,0,10.17
flow_0.308,car,2,1,168995.815828,0.84,0.0,0,10.06
flow_0.309,car,2,1,166047.745424,0.07,0.0,0,10.41
flow_0.310,car,2,1,321547.403741,0.3,52.0,1,70.79
flow_0.311,car,2,1,304421.310059,0.53,44.0,1,60.28
flow_0.312,car,2,1,266082.808034,0.76,32.0,1,49.42
flow_0.313,car,2,1,254456.19156,0.99,24.0,1,40.21
flow_0.314,car,2,1,238752.893058,0.22,16.0,1,31.26
flow_0.315,car,2,1,204761.433684,0.45,6.0,1,21.75
flow_0.316,car,2,1,168068.217005,0.68,0.0,0,10.91
flow_0.317,car,2,1,161324.505567,0.91,0.0,0,12.0
flow_0.318,car,2,1,165679.666823,0.14,0.0,0,11.41
flow_0.319,car,2,1,320011.11,0.37,54.0,1,70.77
flow_0.320,car,2,1,296939.054667,0.6,45.0,1,62.28
flow_0.321,car,2,1,266736.750833,0.83,35.0,1,49.76
flow_0.322,car,2,1,246380.121914,0.06,24.0,1,40.8
flow_0.323,car,2,1,234942.708949,0.29,17.0,1,32.49
flow_0.324,car,2,1,193212.18238,0.52,5.0,1,21.12
flow_0.325,car,2,1,175722.048852,0.75,0.0,0,10.71
flow_0.326,car,2,1,175826.661412,0.98,0.0,0,11.22
flow_0.327,car,2,1,175742.462572,0.21,0.0,0,11.57
flow_0.328,car,2,1,315409.467926,0.44,55.0,1,71.28
flow_0.329,car,2,1,310382.753146,0.67,51.0,1,64.61
flow_0.330,car,2,1,274197.861256,0.9,35.0,1,51.45
flow_0.331,car,2,1,260958.172959,0.13,30.0,1,46.2
flow_0.332,car,2,1,242852.518865,0.36,20.0,1,35.24
flow_0.333,car,2,1,209800.939436,0.59,8.0,1,23.72
flow_0.334,car,2,1,191497.291607,0.82,0.0,0,15.43
flow_0.335,car,2,1,165632.650535,0.05,0.0,0,11.19
flow_0.336,car,2,1,161882.293695,0.28,0.0,0,10.82
flow_0.337,car,2,1,173698.825352,0.51,0.0,0,10.25
flow_0.338,car,2,1,300348.230743,0.74,49.0,1,64.21
flow_0.339,car,2,1,285297.815443,0.97,40.0,1,56.15
flow_0.340,car,2,1,256097.374323,0.2,29.0,1,46.13
flow_0.341,car,2,1,240868.036849,0.43,21.0,1,37.24
flow_0.342,car,2,1,198363.127485,0.66,8.0,1,21.98
flow_0.343,car,2,1,194100.15989,0.89,0.0,0,16.43
flow_0.344,car,2,1,161747.553868,0.12,0.0,0,11.29
flow_0.345,car,2,1,166785.539291,0.35,0.0,0,11.32
flow_0.346,car,2,1,318861.989502,0.58,59.0,1,72.44
flow_0.347,car,2,1,309050.286851,0.81,51.0,1,66.97
flow_0.348,car,2,1,302720.7326,0.04,45.0,1,59.72
flow_0.349,car,2,1,257593.008622,0.27,32.0,1,48.95
flow_0.350,car,2,1,247524.612793,0.5,22.0,1,38.87
flow_0.351,car,2,1,221100.93035,0.73,12.0,1,28.1
flow_0.352,car,2,1,191067.770239,0.96,1.0,1,17.97
flow_0.353,car,2,1,171635.267214,0.19,0.0,0,10.92
flow_0.354,car,2,1,163316.628321,0.42,0.0,0,11.67
flow_0.355,car,2,1,167606.668624,0.65,0.0,0,9.95
flow_0.356,car,2,1,308906.285411,0.88,52.0,1,68.82
flow_0.357,car,2,1,297482.839371,0.11,44.0,1,61.29
flow_0.358,car,2,1,266355.928122,0.34,33.0,1,48.72
flow_0.359,car,2,1,254425.167245,0.57,25.0,1,40.66
flow_0.360,car,2,1,227220.10765,0.8,16.0,1,32.1
flow_0.361,car,2,1,214668.458879,0.03,6.0,1,22.15
flow_0.362,car,2,1,172024.875561,0.26,0.0,0,10.4
flow_0.363,car,2,1,169865.709259,0.49,0.0,0,12.28
flow_0.364,car,2,1,167070.901639,0.72,0.0,0,10.05
flow_0.365,car,2,1,311188.050335,0.95,55.0,1,70.41
flow_0.366,car,2,1,309414.999927,0.18,48.0,1,63.46
flow_0.367,car,2,1,268722.39951,0.41,35.0,1,50.05
flow_0.368,car,2,1,246752.114962,0.64,25.0,1,41.38
flow_0.369,car,2,1,207408.826945,0.87,11.0,1,27.64
flow_0.370,car,2,1,216864.339485,0.1,10.0,1,25.24
flow_0.371,car,2,1,184813.880981,0.33,0.0,0,12.84
flow_0.372,car,2,1,167850.309262,0.56,0.0,0,11.16
flow_0.373,car,2,1,157648.032476,0.79,0.0,0,10.81
flow_0.374,car,2,1,306893.803134,0.02,56.0,1,71.03
flow_0.375,car,2,1,300528.776914,0.25,49.0,1,64.26
flow_0.376,car,2,1,265299.830604,0.48,35.0,1,50.65
flow_0.377,car,2,1,268686.14875,0.71,30.0,1,45.41
flow_0.378,car,2,1,240227.963957,0.94,22.0,1,36.21
flow_0.379,car,2,1,209567.367071,0.17,7.0,1,25.75
flow_0.380,car,2,1,203674.480793,0.4,1.0,1,15.65
flow_0.381,car,2,1,157741.707,0.63,0.0,0,11.88
flow_0.382,car,2,1,165171.336476,0.86,0.0,0,10.56
flow_0.383,car,2,1,322820.974866,0.09,59.0,1,75.3
flow_0.384,car,2,1,310589.731268,0.32,51.0,1,66.72
flow_0.385,car,2,1,285618.099305,0.55,42.0,1,57.86
flow_0.386,car,2,1,269915.111196,0.78,31.0,1,47.33
flow_0.387,car,2,1,250358.077623,0.01,22.0,1,39.1
flow_0.388,car,2,1,223457.783164,0.24,12.0,1,28.99
flow_0.389,car,2,1,204100.757934,0.47,4.0,1,18.91
flow_0.390,car,2,1,173564.409975,0.7,0.0,0,11.03
flow_0.391,car,2,1,164343.319143,0.93,0.0,0,10.41
flow_0.392,car,2,1,166633.453496,0.16,0.0,0,10.87
flow_0.393,car,2,1,323664.852239,0.39,52.0,1,68.92
flow_0.394,car,2,1,292862.986248,0.62,42.0,1,59.28
flow_0.395,car,2,1,275270.613517,0.85,34.0,1,48.98
flow_0.396,car,2,1,258937.192196,0.08,26.0,1,40.44
flow_0.397,car,2,1,224101.882388,0.31,13.0,1,30.18
flow_0.398,car,2,1,204737.488338,0.54,4.0,1,20.95
flow_0.399,car,2,1,163697.949556,0.77,0.0,0,9.73
flow_0.400,car,2,1,169929.850449,0.0,0.0,0,9.66
flow_0.401,car,2,1,326397.543552,0.23,59.0,1,76.85
flow_0.402,car,2,1,325468.582778,0.46,54.0,1,70.93
flow_0.403,car,2,1,297433.977561,0.69,44.0,1,60.1
flow_0.404,car,2,1,279820.61237,0.92,34.0,1,51.32
flow_0.405,car,2,1,253970.803158,0.15,24.0,1,41.28
flow_0.406,car,2,1,228361.105827,0.38,15.0,1,31.32
flow_0.407,car,2,1,176711.262928,0.61,1.0,1,15.76
flow_0.408,car,2,1,171750.254719,0.84,0.0,0,10.35
flow_0.409,car,2,1,167815.2244,0.07,0.0,0,9.91
flow_0.410,car,2,1,163544.566064,0.3,0.0,0,10.27
flow_0.411,car,2,1,329944.637613,0.53,58.0,1,73.73
flow_0.412,car,2,1,291842.60922,0.76,45.0,1,61.92
flow_0.413,car,2,1,275384.95698,0.99,35.0,1,52.46
flow_0.414,car,2,1,254830.313392,0.22,27.0,1,42.52
flow_0.415,car,2,1,236268.616097,0.45,19.0,1,34.12
flow_0.416,car,2,1,211124.037634,0.68,8.0,1,23.42
flow_0.417,car,2,1,192220.297713,0.91,0.0,0,13.85
flow_0.418,car,2,1,169891.189274,0.14,0.0,0,11.65
flow_0.419,car,2,1,168476.966099,0.37,0.0,0,11.73
flow_0.420,car,2,1,328506.264069,0.6,59.0,1,74.57
flow_0.421,car,2,1,310314.088105,0.83,47.0,1,65.24
flow_0.422,car,2,1,277819.034255,0.06,39.0,1,54.38
flow_0.423,car,2,1,267818.844457,0.29,30.0,1,46.0
flow_0.424,car,2,1,239642.450372,0.52,21.0,1,36.39
flow_0.425,car,2,1,195748.91162,0.75,7.0,1,20.94
flow_0.426,car,2,1,201665.556759,0.98,0.0,0,16.01
flow_0.427,car,2,1,171573.712358,0.21,0.0,0,11.31
flow_0.428,car,2,1,158197.439157,0.44,0.0,0,11.6
flow_0.429,car,2,1,169128.987537,0.67,0.0,0,10.71
flow_0.430,car,2,1,298546.856559,0.9,47.0,1,64.31
flow_0.431,car,2,1,289923.568367,0.13,43.0,1,58.33
flow_0.432,car,2,1,265302.247082,0.36,32.0,1,48.1
flow_0.433,car,2,1,227713.337677,0.59,20.0,1,35.68
flow_0.434,car,2,1,213745.336012,0.82,10.0,1,25.79
flow_0.435,car,2,1,200370.478014,0.05,4.0,1,19.68
flow_0.436,car,2,1,165166.030085,0.28,0.0,0,10.1
flow_0.437,car,2,1,174993.530734,0.51,0.0,0,10.39
flow_0.438,car,2,1,168582.695427,0.74,0.0,0,11.85
flow_0.439,car,2,1,324863.602687,0.97,54.0,1,70.05
flow_0.440,car,2,1,300922.744685,0.2,45.0,1,60.72
flow_0.441,car,2,1,255862.069962,0.43,31.0,1,46.07
flow_0.442,car,2,1,252226.108739,0.66,24.0,1,40.64
flow_0.443,car,2,1,227128.469114,0.89,16.0,1,30.5
flow_0.444,car,2,1,188036.182969,0.12,2.0,1,18.2
flow_0.445,car,2,1,166454.397771,0.35,0.0,0,10.79
flow_0.446,car,2,1,172214.429636,0.58,0.0,0,11.76
flow_0.447,car,2,1,164901.818872,0.81,0.0,0,11.62
flow_0.448,car,2,1,305631.137211,0.04,52.0,1,68.98
flow_0.449,car,2,1,304296.04959,0.27,46.0,1,62.4
flow_0.450,car,2,1,287548.02254,0.5,36.0,1,51.95
flow_0.451,car,2,1,225773.204495,0.73,21.0,1,35.89
flow_0.452,car,2,1,194772.030254,0.96,11.0,1,25.38
flow_0.453,car,2,1,211198.873933,0.19,6.0,1,23.47
flow_0.454,car,2,1,165868.377285,0.42,0.0,0,9.85
flow_0.455,car,2,1,171928.448197,0.65,0.0,0,13.15
flow_0.456,car,2,1,166047.790445,0.88,0.0,0,10.28
flow_0.457,car,2,1,330594.679097,0.11,59.0,1,73.6
flow_0.458,car,2,1,305141.389365,0.34,47.0,1,63.95
flow_0.459,car,2,1,274455.404138,0.57,37.0,1,53.98
flow_0.460,car,2,1,256670.781699,0.8,26.0,1,42.95
flow_0.461,car,2,1,240289.933797,0.03,20.0,1,35.42
flow_0.462,car,2,1,191459.162474,0.26,7.0,1,21.83
flow_0.463,car,2,1,201829.670738,0.49,0.0,0,15.71
flow_0.464,car,2,1,168951.057337,0.72,0.0,0,11.31
flow_0.465,car,2,1,171946.644544,0.95,0.0,0,10.84
flow_0.466,car,2,1,168715.814652,0.18,0.0,0,10.18
flow_0.467,car,2,1,302347.371644,0.41,49.0,1,65.62
flow_0.468,car,2,1,279812.545932,0.64,37.0,1,55.01
flow_0.469,car,2,1,265872.43416,0.87,30.0,1,45.65
flow_0.470,car,2,1,241637.200648,0.1,20.0,1,36.6
flow_0.471,car,2,1,203719.261986,0.33,9.0,1,23.66
flow_0.472,car,2,1,189178.856041,0.56,0.0,0,14.34
flow_0.473,car,2,1,173034.551822,0.79,0.0,0,11.48
flow_0.474,car,2,1,169158.032334,0.02,0.0,0,10.73
flow_0.475,car,2,1,165559.371511,0.25,0.0,0,10.01
flow_0.476,car,2,1,317971.926681,0.48,52.0,1,68.25
flow_0.477,car,2,1,286843.417667,0.71,42.0,1,57.62
flow_0.478,car,2,1,270132.202553,0.94,32.0,1,48.35
flow_0.479,car,2,1,248413.774873,0.17,23.0,1,39.18
flow_0.480,car,2,1,228430.345291,0.4,14.0,1,29.4
flow_0.481,car,2,1,204913.713428,0.63,2.0,1,19.56
flow_0.482,car,2,1,167792.543312,0.86,0.0,0,11.52
flow_0.483,car,2,1,170760.70165,0.09,0.0,0,10.54
flow_0.484,car,2,1,170610.879719,0.32,0.0,0,11.06
flow_0.485,car,2,1,319336.210029,0.55,53.0,1,69.76
flow_0.486,car,2,1,301247.526188,0.78,46.0,1,60.29
flow_0.487,car,2,1,277576.347264,0.01,36.0,1,51.14
flow_0.488,car,2,1,221091.006634,0.24,21.0,1,36.67
flow_0.489,car,2,1,234304.444734,0.47,16.0,1,31.49
flow_0.490,car,2,1,195328.786155,0.7,2.0,1,18.95
flow_0.491,car,2,1,168948.118063,0.93,0.0,0,9.89
flow_0.492,car,2,1,163547.593144,0.16,0.0,0,10.28
flow_0.493,car,2,1,164182.415279,0.39,0.0,0,9.67
flow_0.494,car,2,1,313933.163889,0.62,55.0,1,69.95
flow_0.495,car,2,1,292724.135437,0.85,44.0,1,59.19
flow_0.496,car,2,1,271193.204078,0.08,35.0,1,52.26
flow_0.497,car,2,1,259280.926121,0.31,29.0,1,44.14
flow_0.498,car,2,1,236065.583999,0.54,19.0,1,33.13
flow_0.499,car,2,1,214187.471374,0.77,7.0,1,23.52
flow_0.500,car,2,1,158315.580347,0.0,0.0,0,11.95
flow_0.501,car,2,1,174038.218689,0.23,0.0,0,11.19
flow_0.502,car,2,1,167068.265983,0.46,0.0,0,10.62
flow_0.503,car,2,1,328571.256168,0.69,58.0,1,74.69
flow_0.504,car,2,1,305088.341858,0.92,47.0,1,63.35
flow_0.505,car,2,1,282496.117442,0.15,38.0,1,55.95
flow_0.506,car,2,1,260940.508446,0.38,27.0,1,45.32
flow_0.507,car,2,1,230119.600286,0.61,16.0,1,32.93
flow_0.508,car,2,1,205515.274257,0.84,6.0,1,23.2
flow_0.509,car,2,1,172898.478114,0.07,0.0,0,12.29
flow_0.510,car,2,1,168862.245215,0.3,0.0,0,12.23
flow_0.511,car,2,1,167892.256121,0.53,0.0,0,12.25
flow_0.512,car,2,1,175092.304277,0.76,0.0,0,10.57
flow_0.513,car,2,1,312024.622672,0.99,50.0,1,65.94
flow_0.514,car,2,1,270054.841346,0.22,37.0,1,53.26
flow_0.515,car,2,1,258409.784819,0.45,30.0,1,46.46
flow_0.516,car,2,1,234136.138433,0.68,21.0,1,36.48
flow_0.517,car,2,1,220655.26377,0.91,12.0,1,27.52
flow_0.518,car,2,1,196558.874135,0.14,2.0,1,18.77
flow_0.519,car,2,1,165601.837966,0.37,0.0,0,10.77
flow_0.520,car,2,1,169482.404606,0.6,0.0,0,9.77
flow_0.521,car,2,1,175889.809471,0.83,0.0,0,11.5
flow_0.522,car,2,1,316017.01297,0.06,54.0,1,70.31
flow_0.523,car,2,1,298813.198791,0.29,43.0,1,57.99
flow_0.524,car,2,1,263354.598048,0.52,33.0,1,48.51
flow_0.525,car,2,1,250302.244475,0.75,21.0,1,39.87
flow_0.526,car,2,1,222200.35485,0.98,12.0,1,30.07
flow_0.527,car,2,1,181844.593301,0.21,0.0,0,15.86
flow_0.528,car,2,1,169021.598791,0.44,0.0,0,11.7
flow_0.529,car,2,1,160759.999324,0.67,0.0,0,10.4
flow_0.530,car,2,1,163574.055192,0.9,0.0,0,11.24
flow_0.531,car,2,1,328064.507075,0.13,57.0,1,71.69
flow_0.532,car,2,1,302116.051679,0.36,46.0,1,61.9
flow_0.533,car,2,1,273730.686944,0.59,35.0,1,51.39
flow_0.534,car,2,1,254129.904939,0.82,26.0,1,41.39
flow_0.535,car,2,1,217659.465855,0.05,12.0,1,29.7
flow_0.536,car,2,1,205014.532184,0.28,5.0,1,21.76
flow_0.537,car,2,1,168128.986339,0.51,0.0,0,10.26
flow_0.538,car,2,1,161346.034445,0.74,0.0,0,11.21
flow_0.539,car,2,1,177752.194772,0.97,0.0,0,11.59
flow_0.540,car,2,1,327038.808802,0.2,58.0,1,72.83
flow_0.541,car,2,1,295902.066622,0.43,46.0,1,62.54
flow_0.542,car,2,1,271176.787449,0.66,36.0,1,52.95
flow_0.543,car,2,1,245340.164607,0.89,26.0,1,40.64
flow_0.544,car,2,1,238079.764274,0.12,18.0,1,34.94
flow_0.545,car,2,1,194302.381909,0.35,6.0,1,19.29
flow_0.546,car,2,1,173332.427609,0.58,0.0,0,11.44
flow_0.547,car,2,1,165358.800098,0.81,0.0,0,12.06
flow_0.548,car,2,1,171412.169712,0.04,0.0,0,10.95
flow_0.549,car,2,1,325699.325251,0.27,59.0,1,74.88
flow_0.550,car,2,1,304812.443,0.5,50.0,1,64.6
flow_0.551,car,2,1,266572.859239,0.73,36.0,1,53.99
flow_0.552,car,2,1,265797.986238,0.96,30.0,1,45.1
flow_0.553,car,2,1,223878.272662,0.19,18.0,1,35.88
flow_0.554,car,2,1,218200.007803,0.42,10.0,1,26.63
flow_0.555,car,2,1,196449.14899,0.65,0.0,0,15.65
flow_0.556,car,2,1,157349.769786,0.88,0.0,0,10.5
flow_0.557,car,2,1,172971.522512,0.11,0.0,0,10.98
flow_0.558,car,2,1,320375.734661,0.34,60.0,1,74.67
flow_0.559,car,2,1,313724.177722,0.57,52.0,1,66.47
flow_0.560,car,2,1,268161.85992,0.8,38.0,1,52.84
flow_0.561,car,2,1,251550.094662,0.03,29.0,1,45.22
flow_0.562,car,2,1,243924.898956,0.26,22.0,1,38.73
flow_0.563,car,2,1,225740.034051,0.49,12.0,1,28.09
flow_0.564,car,2,1,206172.423787,0.72,4.0,1,18.87
flow_0.565,car,2,1,168348.94105,0.95,0.0,0,11.83
flow_0.566,car,2,1,160004.936828,0.18,0.0,0,10.86
flow_0.567,car,2,1,166205.044694,0.41,0.0,0,10.56
flow_0.568,car,2,1,326183.809191,0.64,53.0,1,69.73
flow_0.569,car,2,1,289730.581683,0.87,42.0,1,58.62
flow_0.570,car,2,1,268198.10621,0.1,34.0,1,50.33
flow_0.571,car,2,1,234642.580189,0.33,21.0,1,38.13
flow_0.572,car,2,1,220974.170182,0.56,11.0,1,28.22
flow_0.573,car,2,1,197885.316711,0.79,3.0,1,19.41
flow_0.574,car,2,1,169114.949842,0.02,0.0,0,12.09
flow_0.575,car,2,1,171757.983642,0.25,0.0,0,11.14
flow_0.576,car,2,1,168085.239224,0.48,0.0,0,10.25
flow_0.577,car,2,1,325292.658412,0.71,56.0,1,71.47
flow_0.578,car,2,1,303406.286619,0.94,45.0,1,61.5
flow_0.579,car,2,1,273820.194349,0.17,36.0,1,51.72
flow_0.580,car,2,1,238896.378741,0.4,24.0,1,40.74
flow_0.581,car,2,1,230907.331325,0.63,17.0,1,32.35
flow_0.582,car,2,1,214071.950791,0.86,6.0,1,22.8
flow_0.583,car,2,1,183460.229884,0.09,0.0,0,11.7
flow_0.584,car,2,1,173958.222091,0.32,0.0,0,11.66
