sim,day,acceptance_used,pref_public,acceptance_next
1,1,0.3,0.9988754241211792,0.4397750848242359
1,2,0.4397750848242359,0.9886092087955125,0.5495419096184913
1,3,0.5495419096184913,0.933186209903127,0.6262707696754184
1,4,0.6262707696754184,0.8479908949571235,0.6706147947317594
1,5,0.6706147947317594,0.775133978473718,0.6915186314801512
1,6,0.6915186314801512,0.7396473070984714,0.7011443666038153
1,7,0.7011443666038153,0.7273096004046945,0.7063774133639912
1,8,0.7063774133639912,0.7202155662748418,0.7091450439461613
1,9,0.7091450439461613,0.7167054143267177,0.7106571180222726
1,10,0.7106571180222726,0.7147750653644307,0.7114807074907042
1,11,0.7114807074907042,0.7134580713749851,0.7118761802675604
1,12,0.7118761802675604,0.7141740412080737,0.712335752455663
1,13,0.712335752455663,0.714220043028672,0.7127126105702649
1,14,0.7127126105702649,0.7132568142322433,0.7128214513026606
